,Date,Open,High,Low,Close,Adj Close,Volume,gainORloss
0,2017-11-06,182.009995,184.440002,179.029999,181.720001,181.720001,11145100,0.0
1,2017-11-13,180.5,182.91000400000001,179.600006,182.240005,182.240005,8470000,199.71465979711755
2,2017-11-20,182.800003,185.550003,181.33999599999999,184.46000700000002,184.46000700000002,5364300,198.79648600468715
3,2017-11-27,184.830002,186.270004,175.309998,179.520004,179.520004,14265400,202.75178414100304
4,2017-12-04,180.33999599999999,180.619995,165.679993,173.570007,173.570007,18946900,203.42800988652377
5,2017-12-11,173.770004,179.979996,170.429993,177.509995,177.509995,25205200,197.78041343531106
6,2017-12-18,178.419998,179.149994,172.919998,175.0,175.0,12488900,201.43428285714285
7,2017-12-25,174.360001,176.970001,173.029999,175.240005,175.240005,5300200,199.86304211758042
8,2018-01-01,175.850006,185.899994,175.259995,185.33999599999999,185.33999599999999,9581900,194.55056047373606
9,2018-01-08,184.949997,195.5,183.830002,195.050003,195.050003,11402700,195.02178577254364
10,2018-01-15,195.919998,198.21000700000002,191.71000700000002,195.729996,195.729996,12447500,199.6525862086054
11,2018-01-22,195.699997,204.449997,194.419998,201.300003,201.300003,13845100,197.23298215748162
12,2018-01-29,200.110001,201.75,194.889999,195.639999,195.639999,13209800,202.89307096142443
13,2018-02-05,194.059998,198.46000700000002,179.33999599999999,187.990005,187.990005,19066800,204.06936209188353
14,2018-02-12,189.0,203.899994,188.559998,201.559998,201.559998,11734300,193.2675168016225
15,2018-02-19,200.46000700000002,209.77999900000003,199.179993,209.74000499999997,209.74000499999997,8657000,196.0999300061998
16,2018-02-26,211.289993,213.440002,201.759995,209.789993,209.789993,12363300,199.97617236204397
17,2018-03-05,208.75,221.270004,206.919998,221.11000099999998,221.11000099999998,12002600,194.8803726883435
18,2018-03-12,222.97000099999997,228.88000499999998,217.600006,225.55000299999998,225.55000299999998,24546500,198.0314777473091
19,2018-03-19,224.479996,231.33999599999999,214.77999900000003,215.020004,215.020004,20326300,204.89721830718597
20,2018-03-26,218.830002,230.979996,209.03999299999998,216.080002,216.080002,18214100,199.50944187792075
21,2018-04-02,214.809998,228.80000299999998,207.220001,218.61000099999998,218.61000099999998,18036500,198.84268835440884
22,2018-04-09,220.080002,228.94999700000002,218.82000699999998,224.059998,224.059998,11323800,197.567617134407
23,2018-04-16,226.080002,233.169998,222.94999700000002,225.24000499999997,225.24000499999997,12820500,199.47611127073097
24,2018-04-23,226.38999900000002,229.149994,213.25,221.899994,221.899994,12273900,201.5051875125332
25,2018-04-30,223.270004,229.38999900000002,218.74000499999997,228.50999500000003,228.50999500000003,9933700,197.10734709875598
26,2018-05-07,229.539993,241.92999300000002,228.75,241.88000499999998,241.88000499999998,11347600,194.47246166544443
27,2018-05-14,242.0,243.33999599999999,233.0,238.08999599999999,238.08999599999999,10223400,201.59183882719708
28,2018-05-21,239.850006,245.899994,236.0,243.559998,243.559998,12398200,197.7541459825435
29,2018-05-28,242.99000499999997,251.830002,240.38000499999998,251.309998,251.309998,11024300,196.91615930059416
30,2018-06-04,252.850006,254.72000099999997,244.02999900000003,251.210007,251.210007,16749500,200.03980374874158
31,2018-06-11,251.75999500000003,258.910004,247.520004,251.82000699999998,251.82000699999998,24643300,199.7577634885857
32,2018-06-18,250.520004,256.769989,243.25999500000003,243.63000499999998,243.63000499999998,16638500,203.3616557205259
33,2018-06-25,240.149994,245.49000499999997,235.86999500000002,243.809998,243.809998,17065100,199.9261748896778
34,2018-07-02,241.05000299999998,248.72000099999997,239.600006,248.190002,248.190002,9188200,198.23522141717862
35,2018-07-09,249.899994,259.51001,245.850006,258.589996,258.589996,12609400,195.97819166987418
36,2018-07-16,258.630005,260.940002,250.710007,257.540009,257.540009,11556100,200.4076985956772
37,2018-07-23,257.660004,263.829987,253.05000299999998,254.809998,254.809998,11936000,201.07139084864323
38,2018-07-30,254.419998,254.75999500000003,240.100006,253.27999900000003,253.27999900000003,16117000,200.60407414957388
39,2018-08-06,252.74000499999997,255.75,251.5,253.69999700000002,253.69999700000002,8887100,199.83445092433328
40,2018-08-13,254.16000400000001,256.600006,243.710007,245.69999700000002,245.69999700000002,11542300,203.25600329575911
41,2018-08-20,246.080002,263.390015,246.0,261.51001,261.51001,13812200,193.95433735022226
42,2018-08-27,263.0,269.959991,259.390015,263.51001,263.51001,12809100,199.24101555003548
43,2018-09-03,263.670013,266.929993,254.539993,260.869995,260.869995,12066600,201.01200408272325
44,2018-09-10,264.269989,277.609985,260.790009,274.690002,274.690002,19821500,194.9688714917262
45,2018-09-17,275.0,275.77999900000003,260.23999,260.880005,260.880005,17313400,205.29362033705883
46,2018-09-24,260.0,272.420013,257.070007,269.950012,269.950012,11464500,196.6401160967535
47,2018-10-01,271.76001,277.02999900000003,258.309998,263.22000099999997,263.22000099999997,16412800,202.55680076530354
48,2018-10-08,261.839996,263.459991,234.72000099999997,248.86999500000002,248.86999500000002,24838800,205.76606512970756
49,2018-10-15,248.33999599999999,261.890015,238.0,245.02999900000003,245.02999900000003,27640600,201.56715341618232
50,2018-10-22,246.0,254.91000400000001,238.229996,245.80000299999998,245.80000299999998,23142200,199.68673556118713
