Date,Open,High,Low,Close,Adj Close,Volume
2017-04-06,65.029999,65.190002,64.650002,65.080002,53.950691,4628400
2017-04-07,65.059998,65.930000,64.830002,65.540001,54.332035,6089300
2017-04-10,65.500000,65.779999,64.910004,64.970001,53.859509,7136200
2017-04-11,64.430000,64.430000,63.320000,64.180000,53.733925,5404500
2017-04-12,64.169998,64.410004,63.669998,64.370003,53.892998,6122000
2017-04-13,64.239998,64.720001,64.080002,64.129997,53.692059,3896700
2017-04-17,64.790001,64.970001,64.059998,64.309998,53.842766,4189500
2017-04-18,64.029999,64.080002,63.119999,63.650002,53.290184,4755800
2017-04-19,63.900002,63.930000,63.310001,63.450001,53.122734,4057100
2017-04-20,63.720001,64.000000,63.290001,63.779999,53.399021,5708600
2017-04-21,63.759998,64.290001,63.549999,63.820000,53.432514,4154900
2017-04-24,64.400002,65.160004,64.260002,64.660004,54.135792,7121000
2017-04-25,64.940002,65.629997,64.820000,65.099998,54.504173,5352900
2017-04-26,65.190002,65.919998,65.019997,65.040001,54.453934,5008900
2017-04-27,65.449997,67.500000,65.120003,66.070000,55.316299,11692900
2017-04-28,66.059998,66.320000,65.440002,65.940002,55.207458,5521100
2017-05-01,66.000000,66.669998,65.940002,66.480003,55.659573,4575800
2017-05-02,66.510002,66.680000,66.180000,66.629997,55.785152,4342800
2017-05-03,66.449997,66.879997,66.209999,66.739998,55.877247,4993400
2017-05-04,66.739998,67.400002,66.620003,67.230003,56.287491,4287400
2017-05-05,67.190002,67.220001,66.320000,66.989998,56.086552,4587800
2017-05-08,66.940002,66.949997,66.139999,66.209999,55.433510,4497400
2017-05-09,66.199997,66.949997,65.860001,66.169998,55.400021,4395200
2017-05-10,66.160004,66.230003,65.360001,65.980003,55.240952,5140200
2017-05-11,65.900002,65.959999,64.660004,65.300003,54.671627,7853800
2017-05-12,65.269997,66.190002,65.209999,66.059998,55.307930,6093500
2017-05-15,66.070000,66.849998,65.949997,66.669998,55.818645,8527900
2017-05-16,66.730003,66.919998,66.330002,66.849998,55.969349,6313500
2017-05-17,66.849998,66.849998,64.610001,65.370003,54.730240,12771400
2017-05-18,65.370003,66.099998,65.199997,65.629997,54.947918,6001000
2017-05-19,65.739998,66.010002,65.309998,65.580002,54.906059,6731800
2017-05-22,65.550003,65.620003,64.800003,65.440002,54.788841,5541700
2017-05-23,65.440002,66.260002,65.430000,65.839996,55.123726,4676500
2017-05-24,65.790001,66.120003,65.570000,65.930000,55.199081,3174600
2017-05-25,66.059998,66.570000,65.800003,66.320000,55.525604,4058300
2017-05-26,66.139999,66.410004,65.849998,66.059998,55.307930,4083000
2017-05-30,65.889999,66.199997,65.809998,66.019997,55.274429,4803900
2017-05-31,66.239998,66.410004,65.610001,66.019997,55.274429,6935800
2017-06-01,66.260002,66.720001,66.120003,66.709999,55.852127,4554700
2017-06-02,66.809998,67.309998,66.620003,67.250000,56.304234,5646000
2017-06-05,67.250000,67.860001,66.879997,67.510002,56.521927,4918100
2017-06-06,67.480003,68.099998,67.370003,67.870003,56.823326,5494500
2017-06-07,68.010002,69.320000,68.010002,68.750000,57.560101,8406300
2017-06-08,68.750000,69.050003,68.330002,68.760002,57.568474,6082500
2017-06-09,68.800003,69.830002,68.720001,69.669998,58.330353,6159800
2017-06-12,69.790001,69.900002,69.250000,69.529999,58.213135,6084300
2017-06-13,69.620003,70.029999,69.419998,69.669998,58.330353,5269000
2017-06-14,69.480003,70.790001,69.370003,70.519997,59.042004,6639100
2017-06-15,70.339996,70.650002,69.879997,70.599998,59.108982,4682700
2017-06-16,70.800003,71.120003,70.489998,71.050003,59.485748,9342300
2017-06-19,71.110001,71.589996,70.940002,71.339996,59.728531,6396300
2017-06-20,71.440002,71.809998,71.160004,71.220001,59.628071,6542800
2017-06-21,71.110001,71.699997,71.050003,71.339996,59.728531,6096800
2017-06-22,71.489998,73.669998,71.410004,73.180000,61.269054,9998900
2017-06-23,73.199997,73.489998,72.260002,72.639999,60.816936,7064500
2017-06-26,72.790001,72.940002,72.410004,72.739998,60.900669,4019500
2017-06-27,72.699997,73.059998,72.250000,72.389999,60.607643,4490600
2017-06-28,72.720001,73.540001,72.580002,72.919998,61.051376,4196200
2017-06-29,73.150002,73.169998,71.910004,72.480003,60.683010,4444700
2017-06-30,72.570000,72.820000,72.209999,72.510002,60.708115,4729100
2017-07-03,72.760002,72.989998,72.370003,72.419998,60.632763,2570700
2017-07-05,72.480003,72.739998,71.989998,72.480003,60.683010,4751900
2017-07-06,72.239998,72.449997,71.410004,71.730003,60.055073,4372100
2017-07-07,72.110001,72.110001,71.629997,72.029999,60.306232,4333700
2017-07-10,71.800003,72.220001,71.580002,71.830002,60.138794,3158300
2017-07-11,71.889999,72.169998,71.330002,71.839996,60.147152,3535100
2017-07-12,71.510002,72.129997,71.300003,71.879997,60.721600,4860200
2017-07-13,71.940002,72.900002,71.669998,72.629997,61.355175,5189800
2017-07-14,72.620003,73.230003,72.510002,73.110001,61.760658,4335700
2017-07-17,73.099998,73.470001,72.690002,72.699997,61.414307,3461600
2017-07-18,72.629997,72.860001,71.750000,72.230003,61.017273,5269100
2017-07-19,72.480003,72.769997,72.019997,72.769997,61.473446,3904100
2017-07-20,72.989998,74.220001,72.940002,74.010002,62.520958,5329700
2017-07-21,73.980003,75.040001,73.849998,74.629997,63.044689,4961500
2017-07-24,74.629997,74.750000,73.839996,73.910004,62.436474,5497800
2017-07-25,74.400002,74.550003,72.470001,72.519997,61.262245,6354200
2017-07-26,72.370003,72.690002,71.949997,72.589996,61.321384,4877000
2017-07-27,72.779999,72.800003,70.879997,71.730003,60.594891,7389300
2017-07-28,71.639999,72.440002,69.379997,70.440002,59.505146,8012400
2017-07-31,70.519997,70.580002,69.830002,69.910004,59.057404,7770400
2017-08-01,70.029999,70.839996,69.849998,70.379997,59.454449,6681700
2017-08-02,70.250000,70.739998,69.930000,70.709999,59.733227,4922200
2017-08-03,70.610001,71.010002,70.360001,70.989998,59.969761,4400400
2017-08-04,71.169998,71.370003,70.349998,70.989998,59.969761,4732500
2017-08-07,70.940002,71.230003,70.639999,71.220001,60.164055,3551100
2017-08-08,71.330002,71.910004,71.010002,71.470001,60.375256,4398000
2017-08-09,71.260002,72.139999,71.099998,72.019997,60.839874,4536300
2017-08-10,72.010002,72.190002,70.389999,70.440002,59.505146,5940300
2017-08-11,70.739998,71.010002,70.430000,70.629997,59.665646,3248300
2017-08-14,71.230003,71.290001,70.699997,70.820000,59.826160,2648800
