Date,Open,High,Low,Close,Adj Close,Volume
2017-05-10,197.369995,197.589996,196.529999,196.639999,175.699173,2247700
2017-05-11,196.039993,196.940002,195.259995,196.750000,175.797485,1705000
2017-05-12,195.899994,197.119995,195.860001,196.570007,175.636658,1323100
2017-05-15,196.669998,197.740005,196.229996,197.630005,176.583740,1474500
2017-05-16,197.479996,197.940002,196.860001,197.910004,176.833923,1183600
2017-05-17,196.740005,196.740005,194.720001,194.839996,175.130630,1881800
2017-05-18,194.500000,195.820007,193.539993,195.240005,175.490189,1929000
2017-05-19,196.300003,196.300003,194.449997,195.800003,175.993500,1894700
2017-05-22,196.350006,198.669998,196.350006,198.509995,178.429398,1835900
2017-05-23,198.729996,198.970001,197.520004,197.729996,177.728271,1514200
2017-05-24,198.490005,198.529999,197.279999,197.490005,177.512573,1206400
2017-05-25,198.410004,199.610001,197.750000,199.539993,179.355194,1508000
2017-05-26,199.139999,200.690002,198.970001,200.669998,180.370895,1410600
2017-05-30,200.309998,203.029999,199.960007,202.440002,181.961853,2171100
2017-05-31,202.729996,204.470001,202.270004,204.470001,183.786484,3096800
2017-06-01,204.250000,204.899994,203.679993,204.350006,183.678635,2352700
2017-06-02,205.059998,207.389999,204.789993,206.699997,185.790894,1831900
2017-06-05,206.770004,207.330002,206.220001,206.220001,185.359482,1253100
2017-06-06,206.009995,206.660004,205.410004,205.410004,184.631424,1458800
2017-06-07,205.729996,205.869995,204.100006,205.009995,184.271866,1885600
2017-06-08,205.009995,206.029999,204.089996,205.940002,185.107803,2451300
2017-06-09,206.000000,206.970001,205.639999,206.929993,185.997650,1893100
2017-06-12,206.929993,208.419998,205.500000,207.389999,186.411118,2388200
2017-06-13,207.580002,209.669998,207.559998,209.110001,187.957108,1688800
2017-06-14,209.779999,210.789993,209.529999,210.009995,188.766052,1585300
2017-06-15,209.500000,211.320007,209.440002,211.289993,189.916595,1594100
2017-06-16,211.729996,213.460007,211.440002,213.240005,191.669342,3420600
2017-06-19,214.000000,214.000000,212.699997,213.360001,191.777191,1667600
2017-06-20,213.449997,214.570007,213.050003,213.360001,191.777191,1531200
2017-06-21,214.020004,214.020004,212.089996,212.860001,191.327774,1812900
2017-06-22,212.729996,213.119995,212.089996,212.220001,190.752518,1400400
2017-06-23,212.000000,213.169998,211.710007,212.899994,191.363739,1584900
2017-06-26,212.789993,213.470001,212.309998,212.610001,191.103088,1352100
2017-06-27,212.000000,212.500000,209.380005,209.779999,188.559372,2240200
2017-06-28,210.779999,211.179993,210.089996,210.619995,189.314362,1542900
2017-06-29,211.050003,211.050003,207.080002,207.850006,186.824585,1809900
2017-06-30,209.910004,209.910004,207.850006,208.190002,187.130188,1770000
2017-07-03,209.139999,210.339996,208.750000,209.830002,188.604279,1040200
2017-07-05,210.000000,210.240005,209.410004,209.759995,188.541351,1065300
2017-07-06,209.050003,209.720001,207.889999,208.020004,186.977356,1189900
2017-07-07,208.500000,210.149994,208.050003,209.589996,188.388565,1531000
2017-07-10,209.600006,211.740005,208.990005,210.490005,189.197540,1308400
2017-07-11,210.410004,211.199997,208.000000,209.660004,188.451523,1268100
2017-07-12,210.910004,212.779999,210.270004,211.300003,189.925598,1447900
2017-07-13,211.199997,212.000000,210.179993,211.089996,189.736847,1138800
2017-07-14,211.520004,212.240005,210.630005,211.770004,190.348068,1062000
2017-07-17,212.199997,212.199997,210.589996,211.679993,190.267120,1311300
2017-07-18,210.679993,211.520004,210.300003,211.309998,189.934601,1562600
2017-07-19,211.509995,212.110001,211.169998,212.100006,190.644669,825300
2017-07-20,212.210007,213.410004,212.059998,212.449997,190.959259,1347400
2017-07-21,211.649994,211.839996,209.479996,211.160004,189.799759,2246200
2017-07-24,211.199997,211.660004,210.000000,210.000000,188.757080,2165200
2017-07-25,202.649994,204.500000,197.169998,199.389999,179.220352,6593000
2017-07-26,200.449997,201.149994,198.550003,199.029999,178.896790,2922100
2017-07-27,199.139999,200.559998,197.669998,200.050003,179.813614,2174500
2017-07-28,200.789993,201.039993,198.690002,199.720001,179.517014,1488000
2017-07-31,200.000000,201.660004,199.809998,201.169998,180.820313,1833600
2017-08-01,202.289993,203.309998,201.759995,203.179993,182.626984,2015100
2017-08-02,203.190002,205.600006,202.820007,205.410004,184.631424,2029600
2017-08-03,205.910004,207.639999,205.119995,207.619995,186.617828,2054200
2017-08-04,207.949997,208.610001,206.110001,207.649994,186.644836,1522700
2017-08-07,207.899994,208.399994,206.679993,207.440002,186.456055,1172600
2017-08-08,206.830002,207.889999,205.690002,206.429993,185.548218,1856300
2017-08-09,206.690002,207.910004,205.589996,206.479996,185.593155,1622200
2017-08-10,205.619995,207.160004,205.179993,206.229996,185.368439,1571500
2017-08-11,206.850006,206.850006,205.630005,205.979996,185.143738,1452800
2017-08-14,206.660004,207.630005,206.070007,207.369995,186.393143,1264400
2017-08-15,207.000000,207.839996,206.509995,207.179993,186.222382,1048500
2017-08-16,207.210007,208.630005,206.619995,207.919998,186.887497,1704300
2017-08-17,207.789993,208.119995,205.279999,205.350006,184.577484,1396500
2017-08-18,205.350006,205.630005,203.449997,203.529999,182.941559,1838600
2017-08-21,203.800003,204.899994,203.009995,204.550003,183.858398,1567600
2017-08-22,205.199997,205.860001,204.630005,205.460007,184.676376,2091200
2017-08-23,204.050003,204.100006,202.320007,202.669998,183.216339,1267300
2017-08-24,203.889999,203.889999,201.960007,202.119995,182.719162,1230800
2017-08-25,203.440002,203.449997,202.050003,202.130005,182.728226,1238100
2017-08-28,202.779999,203.270004,201.850006,202.460007,183.026550,1174700
2017-08-29,202.199997,203.080002,201.330002,202.919998,183.442368,991300
2017-08-30,202.919998,203.690002,202.000000,203.690002,184.138489,1196200
2017-08-31,204.320007,204.619995,203.020004,204.320007,184.708008,1567900
2017-09-01,204.610001,204.910004,203.229996,203.559998,184.020935,1413000
2017-09-05,202.250000,202.529999,200.509995,200.979996,181.688599,1934500
2017-09-06,201.750000,202.250000,201.240005,202.050003,182.655884,2236200
2017-09-07,201.470001,204.710007,201.470001,204.460007,184.834579,1701500
2017-09-08,204.350006,206.119995,203.160004,205.690002,185.946472,1474000
2017-09-11,206.460007,209.779999,206.089996,209.559998,189.445007,1806700
2017-09-12,209.910004,210.960007,209.259995,209.639999,189.517319,1441200
2017-09-13,209.119995,210.289993,208.570007,209.490005,189.381744,1129600
2017-09-14,209.149994,211.910004,208.740005,211.429993,191.135513,1984200
2017-09-15,212.589996,214.119995,210.660004,213.350006,192.871246,3636400
2017-09-18,214.000000,214.039993,212.570007,213.759995,193.241882,1272400
2017-09-19,214.229996,214.649994,212.850006,213.559998,193.061050,1429700
2017-09-20,211.770004,212.600006,208.309998,210.509995,190.303833,2987200
2017-09-21,210.899994,211.619995,210.240005,210.440002,190.240540,1382400
2017-09-22,209.639999,211.300003,209.279999,210.759995,190.529861,1493300
2017-09-25,210.979996,211.220001,209.369995,210.729996,190.502731,1609200
2017-09-26,211.259995,212.830002,210.929993,211.029999,190.773926,1224600
2017-09-27,211.089996,211.380005,208.160004,209.479996,189.372711,1865100
2017-09-28,208.300003,209.880005,208.250000,209.550003,189.435974,2092800
2017-09-29,209.059998,209.899994,208.729996,209.899994,189.752411,1632200
2017-10-02,210.729996,212.789993,210.029999,212.759995,192.337860,1292100
2017-10-03,212.619995,214.600006,211.380005,214.570007,193.974106,1634900
2017-10-04,214.850006,216.940002,214.500000,216.520004,195.736954,1636400
2017-10-05,216.490005,217.610001,215.899994,216.369995,195.601349,1740500
2017-10-06,216.000000,216.539993,215.270004,216.520004,195.736954,1650800
2017-10-09,215.960007,217.210007,215.690002,216.679993,195.881577,1054600
2017-10-10,217.380005,217.600006,216.550003,216.750000,195.944870,1170900
2017-10-11,216.750000,216.860001,214.660004,216.509995,195.727890,2052900
2017-10-12,216.600006,217.639999,216.289993,217.589996,196.704224,1908000
2017-10-13,218.830002,219.759995,216.800003,217.720001,196.821777,1461600
2017-10-16,217.699997,218.729996,217.199997,218.720001,197.725784,1185200
2017-10-17,218.490005,218.720001,216.470001,217.750000,196.848892,2150800
2017-10-18,217.520004,218.639999,217.369995,218.270004,197.318985,1413600
2017-10-19,218.490005,219.250000,217.470001,219.240005,198.195862,1369000
2017-10-20,219.949997,221.320007,219.190002,221.320007,200.076187,1647800
2017-10-23,221.759995,222.779999,221.199997,221.550003,200.284149,2161300
2017-10-24,229.000000,238.899994,228.990005,234.649994,212.126694,6508400
2017-10-25,235.009995,237.940002,233.940002,237.679993,214.865875,4114500
2017-10-26,238.259995,238.800003,232.309998,232.940002,210.580856,3385000
2017-10-27,234.229996,234.949997,232.550003,234.740005,212.208099,2000400
2017-10-30,233.660004,233.660004,230.639999,231.020004,208.845154,2722600
2017-10-31,231.380005,231.600006,229.809998,230.190002,208.094818,1908200
2017-11-01,231.000000,231.759995,229.110001,230.179993,208.085785,1389900
2017-11-02,230.240005,232.800003,229.550003,232.229996,209.938995,1609500
2017-11-03,231.559998,232.580002,230.919998,232.220001,209.929947,1582700
2017-11-06,232.220001,232.630005,230.149994,230.309998,208.203308,1334700
2017-11-07,230.380005,230.770004,229.139999,230.050003,207.968246,1553600
