Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
5-January-2021,88.80,92.00,86.05,88.95,90.022721021566708901,221777,689,19964969.00,176252,79.47,5.95,0.15
4-January-2021,86.60,88.90,86.55,87.95,87.750963613937711995,25944,225,2276611.00,22741,87.65,2.35,1.35
1-January-2021,87.50,88.40,86.00,86.35,86.758260693290087168,29598,203,2567871.00,23175,78.30,2.40,-1.15
31-December-2020,88.70,88.70,85.60,86.05,86.475791505791505791,25900,207,2239723.00,19589,75.63,3.10,-2.65
30-December-2020,89.40,89.40,86.00,86.95,87.190914107044325915,10874,122,948114.00,9101,83.70,3.40,-2.45
29-December-2020,90.00,90.00,86.25,87.30,88.660363560384454659,28716,230,2545971.00,22284,77.60,3.75,-2.70
28-December-2020,90.00,90.00,86.10,87.50,88.918395336876392936,52497,241,4667949.00,49305,93.92,3.90,-2.50
24-December-2020,90.00,91.70,88.40,89.90,90.193954828764828094,104447,316,9420488.00,77282,73.99,3.30,-0.10
23-December-2020,86.80,90.00,84.35,89.15,86.415297262443580546,159741,246,13804066.00,152442,95.43,5.65,2.35
22-December-2020,83.55,87.70,83.55,85.05,85.172180578256213718,17743,146,1511210.00,15274,86.08,4.15,1.50
21-December-2020,90.00,90.00,83.60,84.90,87.620600089565606806,33495,305,2934852.00,24139,72.07,6.40,-5.10
18-December-2020,87.10,88.90,86.00,88.50,87.421433845504729088,28441,191,2486353.00,22878,80.44,2.90,1.40
17-December-2020,89.80,89.90,86.65,87.10,87.912708600770218228,17917,188,1575132.00,14878,83.04,3.25,-2.70
16-December-2020,89.35,89.35,87.80,88.15,88.375959857066828860,13153,143,1162409.00,11701,88.96,1.55,-1.20
15-December-2020,89.80,89.95,87.00,87.55,88.717922606924643584,18658,181,1655299.00,15999,85.75,2.95,-2.25
14-December-2020,90.90,91.50,88.20,89.15,89.653598863390083560,41527,298,3723045.00,32284,77.74,3.30,-1.75
11-December-2020,91.00,97.50,88.50,89.70,91.398240935672514619,106875,666,9768187.00,78212,73.18,9.00,-1.30
10-December-2020,90.50,92.45,89.95,90.25,90.348925670813200370,19454,130,1757648.00,17231,88.57,2.50,-0.25
9-December-2020,91.00,92.50,90.00,91.95,91.690604630253989660,8898,112,815863.00,7467,83.92,2.50,0.95
8-December-2020,90.20,92.50,90.00,90.80,91.457101595531814939,57473,159,5256314.00,54697,95.17,2.50,0.60
7-December-2020,91.85,93.00,90.00,90.85,91.268085734312170288,27107,222,2474004.00,20424,75.35,3.00,-1.00
4-December-2020,91.80,92.00,90.00,91.15,90.798970439951175502,18843,163,1710925.00,14963,79.41,2.00,-0.65
3-December-2020,92.00,92.30,89.00,90.45,90.311001266391600964,24479,198,2210723.00,17699,72.30,3.30,-1.55
2-December-2020,93.50,93.95,91.10,91.50,92.090680871907910849,16332,154,1504025.00,13631,83.46,2.85,-2.00
1-December-2020,89.60,93.90,89.60,91.45,91.823506417356179555,15349,172,1409399.00,9934,64.72,4.30,1.85
27-November-2020,93.00,93.00,89.50,90.90,91.878110236220472440,15875,142,1458565.00,12561,79.12,3.50,-2.10
26-November-2020,94.00,94.00,91.50,91.80,92.468792866941015089,8748,106,808917.00,7145,81.68,2.50,-2.20
25-November-2020,90.90,97.00,90.50,93.45,93.965829861183811059,47761,506,4487902.00,22695,47.52,6.50,2.55
24-November-2020,91.80,91.80,88.30,88.85,91.037911923307369682,66760,179,6077691.00,62380,93.44,3.50,-2.95
23-November-2020,90.85,92.00,88.40,90.75,90.139452843772498200,13890,153,1252037.00,6958,50.09,3.60,-0.10
20-November-2020,91.75,91.75,88.25,89.75,89.749240820833716757,10867,113,975305.00,6676,61.43,3.50,-2.00
19-November-2020,90.80,93.30,88.00,89.00,91.108484220617568382,64673,260,5892259.00,59550,92.08,5.30,-1.80
