Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
5-January-2021,237.60,264.70,237.60,254.05,254.249700552655056251,765577,13019,194647723.00,375609,49.06,27.10,16.45
4-January-2021,238.00,242.75,237.30,241.60,239.850953401782692090,106356,1705,25509588.00,53861,50.64,5.45,3.60
1-January-2021,231.60,237.30,230.55,235.25,234.783943189329356134,59003,1098,13852957.00,24708,41.88,6.75,3.65
31-December-2020,231.35,232.80,229.00,229.75,230.929195402298850574,117450,1765,27122634.00,43441,36.99,3.80,-1.60
30-December-2020,239.00,239.00,229.30,231.45,232.266183690987124463,145625,1734,33823763.00,50504,34.68,9.70,-7.55
29-December-2020,237.95,239.75,230.25,234.70,233.266878557413203171,308335,5326,71924343.00,80579,26.13,9.50,-3.25
28-December-2020,242.75,242.80,235.55,236.75,237.746488309768043618,86568,1407,20581238.00,27755,32.06,7.25,-6.00
24-December-2020,238.30,243.40,235.35,239.15,240.365200931724103077,217661,2714,52318130.00,121592,55.86,8.05,0.85
23-December-2020,233.00,238.35,226.75,237.00,232.009535220408367031,100155,1711,23236915.00,27888,27.84,11.60,4.00
22-December-2020,229.20,234.00,224.00,233.00,229.836402652333211434,144929,3514,33309960.00,56815,39.20,10.00,3.80
21-December-2020,221.00,247.15,221.00,233.20,236.696300656213995892,319408,5266,75602692.00,55441,17.36,26.15,12.20
18-December-2020,241.90,244.10,229.95,230.85,234.250901641460874355,116177,3398,27214567.00,36100,31.07,14.15,-11.05
17-December-2020,244.90,247.20,240.15,241.50,244.603089995735785083,192298,2222,47036685.00,55690,28.96,7.05,-3.40
16-December-2020,248.00,248.65,243.85,245.40,245.439705860010027499,131638,1630,32309192.00,19903,15.12,4.80,-2.60
15-December-2020,246.00,248.30,244.15,246.85,246.397161199074244149,217768,2937,53657417.00,37760,17.34,4.15,0.85
14-December-2020,245.10,252.85,245.00,246.50,249.357259952400854965,461773,5494,115146450.00,104848,22.71,7.85,1.40
11-December-2020,245.55,247.30,240.85,244.90,244.979502928256207334,6928014,4471,1697221426.00,6615681,95.49,6.45,-0.65
10-December-2020,227.00,248.35,227.00,245.80,244.518877554785372201,406541,5872,99406949.00,99695,24.52,21.35,18.80
9-December-2020,240.25,247.65,240.25,246.40,244.792431307775841143,328749,4161,80475267.00,114365,34.79,7.40,6.15
8-December-2020,242.70,248.55,238.20,240.35,242.690115315517929193,373497,4076,90644030.00,35634,9.54,10.35,-2.35
7-December-2020,238.00,249.40,234.30,244.70,243.005980184862079511,454501,5122,110446461.00,51651,11.36,15.10,6.70
4-December-2020,239.55,239.70,234.00,237.25,236.768697561393463686,443614,6163,105033909.00,144408,32.55,5.70,-2.30
