Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
5-January-2021,607.90,624.25,603.40,617.10,616.275822938713018417,111035,4563,68428186.00,18336,16.51,20.85,9.20
4-January-2021,582.10,614.00,582.10,608.90,597.570865373972898757,189733,7696,113378913.00,58920,31.05,31.90,26.80
1-January-2021,575.00,584.60,572.00,581.55,577.754477131200343568,23285,837,13453013.00,4679,20.09,12.60,6.55
31-December-2020,572.25,578.05,570.00,574.30,574.859457722770894156,71587,1596,41152464.00,42899,59.93,8.05,2.05
30-December-2020,570.00,585.60,567.35,571.85,577.052734545772492786,91496,2271,52798017.00,26959,29.46,18.25,1.85
29-December-2020,575.50,576.80,565.10,569.20,569.827105217840537282,29035,929,16544930.00,5791,19.94,11.70,-6.30
28-December-2020,579.25,584.20,564.40,568.85,574.182956851075341539,36965,1534,21224673.00,10190,27.57,19.80,-10.40
24-December-2020,588.50,593.20,572.05,574.95,580.363300131829500512,27308,1487,15848561.00,7952,29.12,21.15,-13.55
23-December-2020,577.00,590.00,577.00,583.80,582.558103897430658425,19577,759,11404740.00,4883,24.94,13.00,6.80
22-December-2020,579.70,585.25,556.45,575.75,572.629288492910026352,39845,1605,22816414.00,7005,17.58,28.80,-3.95
21-December-2020,593.00,615.85,563.70,575.50,593.143211383295072598,103239,4105,61235512.00,28754,27.85,52.15,-17.50
18-December-2020,589.25,615.75,584.85,612.10,603.607607500462210631,102767,3770,62030943.00,35448,34.49,30.90,22.85
17-December-2020,596.80,606.60,585.80,590.10,599.396620790861856978,25213,873,15112587.00,4636,18.39,20.80,-6.70
16-December-2020,612.00,612.00,591.75,594.80,597.905982426096965273,35621,827,21298009.00,9168,25.74,20.25,-17.20
15-December-2020,612.00,612.55,594.50,599.60,601.109493805497952889,75228,2244,45220265.00,16114,21.42,18.05,-12.40
14-December-2020,580.00,610.00,580.00,607.95,597.928592265822334483,140545,5248,84035874.00,47979,34.14,30.00,27.95
11-December-2020,587.20,593.30,578.50,583.50,584.647672513492675404,41504,1352,24265217.00,6509,15.68,14.80,-3.70
10-December-2020,600.00,609.80,571.95,581.80,588.365484838045254971,136427,4558,80268938.00,16497,12.09,37.85,-18.20
9-December-2020,560.00,596.35,555.60,590.45,578.083268918389066263,89265,3387,51602603.00,23677,26.52,40.75,30.45
8-December-2020,569.20,575.85,552.90,559.90,562.468329609193305668,21929,1182,12334368.00,6387,29.13,22.95,-9.30
7-December-2020,567.00,578.90,564.80,567.55,570.229334438654666035,16888,768,9630033.00,5406,32.01,14.10,0.55
4-December-2020,572.40,582.05,563.80,567.15,571.050170994776203540,26609,991,15195074.00,5429,20.40,18.25,-5.25
3-December-2020,573.00,585.60,569.00,572.35,575.623273444802160141,19258,690,11085353.00,5614,29.15,16.60,-0.65
2-December-2020,581.50,581.50,565.30,575.60,574.646623000107376785,18626,804,10703368.00,4899,26.30,16.20,-5.90
1-December-2020,581.25,582.45,568.70,578.40,575.620400600017647577,33999,1886,19570518.00,9936,29.22,13.75,-2.85
27-November-2020,533.50,597.10,533.50,586.50,574.956508139942936482,131082,5265,75366449.00,24043,18.34,63.60,53.00
26-November-2020,527.00,536.05,516.50,532.90,528.090424974944279068,66851,2579,35303373.00,35614,53.27,19.55,5.90
25-November-2020,532.00,532.00,522.30,526.75,526.792381220129322462,14228,674,7495202.00,5285,37.14,9.70,-5.25
24-November-2020,511.70,533.00,511.70,527.50,521.958496136146565945,23034,1185,12022792.00,11868,51.52,21.30,15.80
23-November-2020,503.00,521.25,503.00,512.35,515.746544666506140139,20765,918,10709477.00,6156,29.65,18.25,9.35
20-November-2020,501.40,518.85,501.40,510.10,510.023375673339096894,30074,1850,15338443.00,14690,48.85,17.45,8.70
19-November-2020,500.00,513.50,496.85,511.70,507.643773664282709297,47540,1881,24133385.00,12199,25.66,16.65,11.70
18-November-2020,493.85,500.00,485.50,496.85,493.395473467630030144,20899,757,10311472.00,8372,40.06,14.50,3.00
17-November-2020,481.50,497.60,479.20,492.95,489.831890179514255543,71025,3146,34790310.00,25901,36.47,18.40,11.45
14-November-2020,478.75,482.00,477.00,478.85,479.702395452699959399,7389,444,3544521.00,3288,44.50,5.00,0.10
13-November-2020,476.00,482.00,470.60,478.75,477.002998962975419714,35679,1492,17018990.00,10754,30.14,11.40,2.75
12-November-2020,459.00,482.05,456.30,478.70,473.945620930964786658,98457,3812,46663264.00,36854,37.43,25.75,19.70
11-November-2020,456.10,461.65,453.00,456.80,456.977328217649110568,11468,428,5240616.00,2567,22.38,8.65,0.70
10-November-2020,455.00,465.20,452.35,454.30,459.131386545533203547,23115,1179,10612822.00,7392,31.98,12.85,-0.70
9-November-2020,452.00,460.45,449.25,457.35,454.666956029439516889,26495,1873,12046401.00,7218,27.24,11.20,5.35
6-November-2020,454.15,461.55,449.55,456.10,456.741450321625248738,21609,796,9869726.00,9201,42.58,12.00,1.95
5-November-2020,442.85,454.50,442.85,454.15,450.086733459174289724,20661,855,9299242.00,11062,53.54,11.65,11.30
4-November-2020,448.00,448.00,438.25,440.15,440.039365442853100085,307427,459,135279982.00,301841,98.18,9.75,-7.85
3-November-2020,440.25,451.00,438.00,446.40,446.321599812887381592,25653,1572,11449488.00,8301,32.36,13.00,6.15
2-November-2020,440.00,440.00,429.00,437.00,433.903762858689767190,14776,703,6411362.00,2928,19.82,11.00,-3.00
30-October-2020,442.75,447.70,431.25,433.85,437.653393701742329304,24737,1278,10826232.00,3891,15.73,16.45,-8.90
29-October-2020,442.80,450.55,433.75,441.60,442.127973254411925901,36492,1970,16134134.00,7296,19.99,16.80,-1.20
28-October-2020,457.45,462.20,440.00,442.60,448.174009850887254571,14821,1001,6642387.00,5877,39.65,22.20,-14.85
27-October-2020,451.00,459.45,447.75,457.45,454.938831104507181773,4038,293,1837043.00,1094,27.09,11.70,6.45
26-October-2020,459.00,460.60,448.00,450.35,453.500560366785532348,9815,680,4451108.00,4100,41.77,12.60,-8.65
23-October-2020,460.00,467.45,457.60,460.15,461.682341742027605901,10505,591,4849973.00,4277,40.71,9.85,0.15
22-October-2020,463.65,464.60,458.00,462.50,461.107470799970616322,13613,836,6277056.00,4757,34.94,6.60,-1.15
21-October-2020,467.95,475.65,462.65,464.60,468.611414826153509731,18292,1271,8571840.00,5693,31.12,13.00,-3.35
20-October-2020,470.65,471.65,461.00,464.05,465.578435008344149823,10786,490,5021729.00,3210,29.76,10.65,-6.60
19-October-2020,462.05,473.10,456.10,470.65,464.421040299906279287,12804,687,5946447.00,3378,26.38,17.00,8.60
16-October-2020,444.65,463.35,443.35,461.80,454.958325714380703824,60157,2034,27368928.00,24130,40.11,20.00,17.15
15-October-2020,438.55,455.40,437.50,443.05,447.921392496392496392,27720,1280,12416381.00,6818,24.60,17.90,4.50
14-October-2020,447.80,447.80,436.20,437.50,440.832902764799648216,18193,738,8020073.00,3459,19.01,11.60,-10.30
13-October-2020,432.00,446.35,425.25,443.95,437.245812144780137600,26744,1216,11693702.00,4244,15.87,21.10,11.95
12-October-2020,432.50,436.95,430.25,431.55,432.901107967939651107,16968,572,7345466.00,4994,29.43,6.70,-0.95
9-October-2020,446.70,452.05,430.25,431.80,443.041037855922033528,54998,1995,24366371.00,11904,21.64,21.80,-14.90
8-October-2020,443.00,452.95,438.05,446.70,446.165415244596131968,17580,963,7843588.00,4257,24.22,14.90,3.70
7-October-2020,451.00,453.45,440.20,442.55,446.642282065519156024,14408,827,6435222.00,5270,36.58,13.25,-8.45
6-October-2020,462.95,464.25,448.60,451.70,455.715312588669251867,10573,518,4818278.00,3517,33.26,15.65,-11.25
5-October-2020,449.00,460.25,444.00,458.65,453.999114879344079008,21466,1385,9745545.00,9959,46.39,16.25,9.65
1-October-2020,448.80,458.00,447.10,448.05,452.904419961114711600,38575,1430,17470788.00,10828,28.07,10.90,-0.75
30-September-2020,442.00,448.75,440.65,445.40,444.803771361225692398,10182,461,4528992.00,1656,16.26,8.10,3.40
29-September-2020,449.20,452.05,441.80,444.75,446.749563284103541368,12594,669,5626364.00,2038,16.18,10.25,-4.45
28-September-2020,448.00,454.45,443.50,446.10,448.724457248688136639,68033,1340,30528071.00,27302,40.13,10.95,-1.90
25-September-2020,444.20,447.25,439.20,446.30,444.429218874966675553,7502,411,3334108.00,1852,24.69,8.05,2.10
24-September-2020,453.30,453.30,437.85,441.45,443.592908229319858717,79557,1801,35290921.00,16129,20.27,15.45,-11.85
23-September-2020,456.00,460.90,451.20,453.30,454.965875236977520989,11077,498,5039657.00,3171,28.63,9.70,-2.70
22-September-2020,466.45,469.35,445.50,455.45,453.271996987573741684,95604,2633,43334616.00,68591,71.74,23.85,-11.00
21-September-2020,485.00,485.00,462.00,467.75,471.180311946523453122,17503,959,8247069.00,3813,21.78,23.00,-17.25
18-September-2020,488.40,492.25,477.85,481.40,485.579595930649090127,76769,2036,37277460.00,13809,17.99,14.40,-7.00
17-September-2020,482.70,490.90,474.30,488.40,482.179093676698108499,80148,1837,38645690.00,11911,14.86,16.60,5.70
16-September-2020,487.25,493.00,471.25,483.35,481.831817376410135254,67724,1861,32631578.00,16407,24.23,21.75,-3.90
15-September-2020,471.80,495.00,468.00,484.05,484.382068668463541496,153229,5249,74221380.00,33512,21.87,27.00,12.25
14-September-2020,462.00,486.75,457.00,471.70,474.528115767068017917,62954,2760,29873443.00,17674,28.07,29.75,9.70
11-September-2020,474.70,474.70,452.70,455.90,457.015841255803670130,90460,2208,41341653.00,7047,7.79,22.00,-18.80
10-September-2020,458.00,472.50,458.00,470.10,466.179403667946182776,25791,1261,12023233.00,8688,33.69,14.50,12.10
9-September-2020,448.05,462.00,448.05,460.45,456.712990936555891238,6289,361,2872268.00,1449,23.04,13.95,12.40
8-September-2020,457.55,463.00,448.25,458.50,456.016397434856725383,24638,1270,11235332.00,6415,26.04,14.75,0.95
7-September-2020,469.00,472.45,454.35,456.45,461.780643699002719854,22060,1097,10186881.00,2305,10.45,18.10,-12.55
4-September-2020,460.50,472.65,460.50,465.35,468.657635003457597284,15907,708,7454937.00,4994,31.39,12.15,4.85
3-September-2020,480.00,480.00,467.00,469.50,471.834929624385774964,24014,987,11330644.00,12288,51.17,13.00,-10.50
2-September-2020,463.65,472.00,457.45,471.45,465.952362372304199772,28192,1120,13136129.00,10584,37.54,14.55,7.80
1-September-2020,461.00,469.20,454.00,462.35,460.333157809462086843,24688,1211,11364705.00,3503,14.19,15.20,1.35
31-August-2020,477.40,477.40,455.65,461.80,462.010979464528688953,95542,2510,44141453.00,17817,18.65,21.75,-15.60
28-August-2020,472.00,474.55,465.15,471.55,470.428625876613476979,39356,1461,18514189.00,7041,17.89,9.40,-0.45
27-August-2020,473.60,477.50,468.10,470.30,472.018927150671307807,32176,1344,15187681.00,9797,30.45,9.40,-3.30
26-August-2020,473.15,483.00,470.35,475.30,476.452291822643706846,24042,1086,11454866.00,7755,32.26,12.65,2.15
25-August-2020,467.50,474.60,463.65,473.15,470.586545199719691660,57080,1752,26861080.00,21128,37.01,10.95,5.65
24-August-2020,469.90,476.05,466.60,467.35,471.044061550397620740,61868,2260,29142554.00,20258,32.74,9.45,-2.55
21-August-2020,461.45,468.40,458.45,465.45,464.042276561544260942,70299,2006,32621708.00,18622,26.49,9.95,4.00
20-August-2020,464.90,467.55,454.90,458.45,461.270278450363196125,33040,1062,15240370.00,9129,27.63,12.65,-6.45
19-August-2020,450.95,465.90,447.85,461.60,457.076135663771316923,94174,3565,43044688.00,31551,33.50,18.05,10.65
18-August-2020,456.25,464.15,448.10,449.85,456.072210001466490687,34095,1539,15549782.00,8833,25.91,16.05,-6.40
17-August-2020,450.00,458.15,436.15,456.25,450.692477977435459000,65501,2231,29520808.00,6918,10.56,22.00,6.25
14-August-2020,444.00,459.15,428.00,448.70,445.772602286588517438,96738,3552,43123150.00,16061,16.60,31.15,4.70
13-August-2020,420.10,448.25,415.00,436.65,431.695956369641266323,92046,3437,39735886.00,28601,31.07,33.25,16.55
