Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
5-January-2021,77.20,78.65,75.55,78.05,76.974635498028713828,537720,2967,41390801.00,168185,31.28,3.10,0.85
4-January-2021,78.00,78.95,77.35,77.90,78.190901232502370196,358620,1958,28040821.00,131331,36.62,1.60,-0.10
1-January-2021,75.10,77.10,75.10,76.40,76.242246254588748883,201580,1457,15368912.00,103113,51.15,2.00,1.30
31-December-2020,76.90,77.95,74.15,75.20,76.586665512518266944,392786,2742,30082170.00,207304,52.78,3.80,-1.70
30-December-2020,76.40,77.20,74.90,76.85,76.071857746542094429,155947,803,11863178.00,49947,32.03,2.30,0.45
29-December-2020,78.50,78.55,75.25,76.35,76.707145910724429461,512279,2702,39295460.00,248105,48.43,3.30,-2.15
28-December-2020,75.00,77.60,75.00,77.25,76.371934473154881633,517040,2277,39487345.00,188413,36.44,2.60,2.25
24-December-2020,71.20,73.35,71.10,72.80,72.448684090952901553,363133,1538,26308508.00,139433,38.40,2.25,1.60
23-December-2020,68.50,69.80,67.20,69.15,68.733058630443133009,429555,2474,29524629.00,210429,48.99,2.60,0.65
22-December-2020,67.05,69.70,64.00,67.70,66.221032774609757502,1041660,5482,68979801.00,440513,42.29,5.70,0.65
21-December-2020,74.30,74.45,65.10,68.10,70.128709506987537423,965290,6729,67694542.00,379027,39.27,9.35,-6.20
18-December-2020,76.35,76.35,74.05,75.65,75.101808874454218914,232465,1016,17458542.00,91486,39.35,2.30,-0.70
17-December-2020,77.45,77.45,76.20,76.35,76.650483418889553742,158765,691,12169414.00,76723,48.32,1.25,-1.10
16-December-2020,76.80,77.10,75.80,75.95,76.521210225814729278,374112,2711,28627503.00,178642,47.75,1.30,-0.85
15-December-2020,75.60,75.75,73.60,75.50,74.512551117066746759,173132,821,12900507.00,59098,34.13,2.15,-0.10
14-December-2020,74.70,76.65,74.70,75.75,75.682434047246989613,271975,1415,20583730.00,151548,55.72,1.95,1.05
11-December-2020,75.55,76.45,74.05,74.70,75.184744787637128290,252045,1567,18949939.00,122690,48.68,2.40,-0.85
10-December-2020,76.20,76.20,74.10,74.80,74.856160904089033387,255904,1799,19155991.00,116068,45.36,2.10,-1.40
9-December-2020,76.70,78.20,75.25,76.20,76.633244636500076129,275846,1163,21138974.00,91845,33.30,2.95,-0.50
8-December-2020,77.35,77.95,74.80,75.65,76.110853536648543425,382198,1444,29089416.00,139452,36.49,3.15,-1.70
7-December-2020,77.90,78.60,75.65,76.15,77.407443437656345544,287824,1233,22279720.00,113933,39.58,2.95,-1.75
4-December-2020,78.50,79.60,75.90,77.15,77.996803326328966781,447340,2573,34891090.00,174406,38.99,3.70,-1.35
3-December-2020,79.40,79.40,77.80,78.10,78.366293381857132256,309951,1148,24289711.00,190149,61.35,1.60,-1.30
2-December-2020,81.05,81.30,77.85,78.50,79.510152461525974332,529773,2827,42122332.00,224471,42.37,3.45,-2.55
1-December-2020,78.95,79.60,77.25,78.05,78.342282609110440334,524102,2669,41059347.00,213264,40.69,2.35,-0.90
27-November-2020,76.05,79.75,76.05,78.20,78.541885792184186610,660200,2868,51853353.00,169873,25.73,3.70,2.15
26-November-2020,75.00,76.75,73.65,75.70,74.824053262107187037,304757,1261,22803154.00,93604,30.71,3.10,0.70
25-November-2020,75.00,76.35,73.30,74.95,74.922651437602140689,445464,2364,33375344.00,120550,27.06,3.05,-0.05
24-November-2020,73.70,74.75,72.80,74.05,74.038864130143509108,485126,2334,35918178.00,227426,46.88,1.95,0.35
23-November-2020,73.00,74.90,70.40,72.70,72.712582074231225541,700433,3723,50930292.00,229089,32.71,4.50,-0.30
20-November-2020,72.90,73.70,71.10,72.65,72.664638519420204455,515906,2025,37488123.00,133444,25.87,2.60,-0.25
19-November-2020,76.50,78.10,71.45,72.10,74.811167498840413631,1099530,4502,82257123.00,357949,32.55,6.65,-4.40
18-November-2020,69.10,77.90,69.00,75.85,72.938985567471923550,1893847,8827,138135279.00,770240,40.67,8.90,6.75
17-November-2020,65.00,69.90,64.75,69.10,67.598904096930547335,909022,3717,61448891.00,358799,39.47,5.15,4.10
14-November-2020,63.00,64.40,62.50,63.95,63.852939368229493280,243981,1301,15578904.00,117554,48.18,1.90,0.95
13-November-2020,61.80,63.10,60.50,61.75,61.872850776464900061,504659,2456,31224691.00,237124,46.99,2.60,-0.05
12-November-2020,60.80,62.90,60.55,61.75,61.968864546029070992,474700,1646,29416620.00,147363,31.04,2.35,0.95
11-November-2020,57.70,61.40,57.70,61.00,60.134648635641446922,1255022,4770,75470307.00,633543,50.48,3.70,3.30
10-November-2020,58.00,59.35,57.20,57.70,58.501419739445828092,601871,2991,35210308.00,299271,49.72,2.15,-0.30
9-November-2020,56.80,57.80,56.50,57.45,57.099932034219015740,313393,1488,17894719.00,174856,55.79,1.30,0.65
6-November-2020,56.50,57.55,56.05,56.50,56.834344818035679865,534363,1800,30370171.00,229339,42.92,1.50,0.00
5-November-2020,55.15,56.30,55.10,56.15,55.884554775014239605,210680,695,11773758.00,71671,34.02,1.20,1.00
4-November-2020,56.25,56.25,54.95,55.05,55.392082628190589179,171951,627,9524724.00,62290,36.23,1.30,-1.20
3-November-2020,55.40,56.25,55.10,55.25,55.693447608077082612,378503,1661,21080137.00,200678,53.02,1.15,-0.15
2-November-2020,56.10,56.15,54.55,55.05,55.106177347402736670,373008,1565,20555045.00,113071,30.31,1.60,-1.05
30-October-2020,55.20,56.45,54.80,55.55,55.544490232513490719,291682,1368,16201328.00,127272,43.63,1.65,0.35
29-October-2020,55.60,56.15,55.00,55.30,55.520737433696837093,259603,1526,14413350.00,108360,41.74,1.15,-0.30
28-October-2020,57.20,60.10,56.25,56.65,58.323262930218186530,1203924,4682,70216776.00,437243,36.32,3.85,-0.55
27-October-2020,55.55,56.50,54.65,56.25,55.833737452053541115,415307,1485,23188142.00,169119,40.72,1.85,0.70
26-October-2020,58.50,59.05,55.25,55.55,57.093008572835323355,769757,2889,43947743.00,207675,26.98,3.80,-2.95
23-October-2020,57.00,58.10,56.60,57.50,57.502013314436155090,470617,1859,27061425.00,164847,35.03,1.50,0.50
22-October-2020,55.60,57.05,55.00,56.65,55.858191590148991369,613257,2126,34255427.00,162288,26.46,2.05,1.05
21-October-2020,56.00,56.60,54.65,55.60,55.726174970957003857,639569,1349,35640734.00,195379,30.55,1.95,-0.40
20-October-2020,54.90,55.75,54.65,55.25,55.071197997700060880,739150,1776,40705876.00,140705,19.04,1.10,0.35
19-October-2020,56.50,57.10,55.50,55.85,56.124066847369871264,312114,1052,17517107.00,86494,27.71,1.60,-0.65
16-October-2020,55.60,56.20,54.60,55.80,55.429400973169938458,316697,1759,17554325.00,111487,35.20,1.60,0.20
