Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
5-January-2021,201.00,209.00,200.90,207.50,205.155287817938420348,747,52,153251.00,476,63.72,8.10,6.50
4-January-2021,208.60,210.00,202.00,203.05,205.551448551448551448,2002,116,411514.00,1504,75.12,8.00,-5.55
1-January-2021,196.50,211.95,196.00,207.65,206.884884045822855546,10737,529,2221323.00,7626,71.03,15.95,11.15
31-December-2020,198.30,198.30,192.75,195.25,196.214765100671140939,1341,61,263124.00,1256,93.66,5.55,-3.05
30-December-2020,199.80,199.80,192.00,194.30,195.806946688206785137,3714,164,727227.00,1816,48.90,7.80,-5.50
29-December-2020,199.35,201.35,195.00,196.00,198.289687745998425610,3811,195,755682.00,1718,45.08,6.35,-3.35
28-December-2020,195.05,201.15,195.05,199.65,199.472062543113359392,4349,146,867504.00,2476,56.93,6.10,4.60
24-December-2020,201.00,206.15,195.25,197.40,201.419102651257647858,2942,135,592575.00,1478,50.24,10.90,-3.60
23-December-2020,194.15,202.85,193.35,194.90,197.833425567238516878,5421,233,1072455.00,1596,29.44,9.50,0.75
22-December-2020,196.50,200.00,184.85,198.65,195.512307921826048038,13406,362,2621038.00,4219,31.47,15.15,2.15
21-December-2020,200.00,203.55,193.35,194.70,200.734255725190839694,2096,113,420739.00,1725,82.30,10.20,-5.30
18-December-2020,202.00,202.90,197.50,201.50,201.506206896551724137,725,51,146092.00,620,85.52,5.40,-0.50
17-December-2020,203.90,205.90,203.35,205.00,204.192052980132450331,302,21,61666.00,272,90.07,2.55,1.10
16-December-2020,201.85,209.95,198.05,204.55,204.427230046948356807,1065,87,217715.00,572,53.71,11.90,2.70
15-December-2020,205.00,207.00,202.35,205.55,205.254865034526051475,1593,115,326971.00,1464,91.90,4.65,0.55
14-December-2020,198.40,207.95,193.90,199.30,201.059113300492610837,609,47,122445.00,481,78.98,14.05,0.90
11-December-2020,203.45,203.45,194.85,197.35,200.230053842388644150,2043,168,409070.00,1398,68.43,8.60,-6.10
10-December-2020,205.40,208.00,201.10,204.95,206.310751104565537555,679,87,140085.00,526,77.47,6.90,-0.45
9-December-2020,206.90,212.00,202.00,205.50,209.589775954559798043,3169,148,664190.00,1648,52.00,10.00,-1.40
8-December-2020,209.85,214.95,202.70,209.95,207.292887029288702928,956,59,198172.00,655,68.51,12.25,0.10
7-December-2020,208.00,214.50,207.10,210.00,209.377370830608240680,1529,131,320138.00,998,65.27,7.40,2.00
4-December-2020,202.00,210.00,200.00,204.35,207.054079254079254079,2145,169,444131.00,1328,61.91,10.00,2.35
3-December-2020,203.80,210.00,203.80,208.25,207.580971000325839035,3069,80,637066.00,2146,69.92,6.20,4.45
2-December-2020,204.50,210.00,196.00,207.75,204.883711507293354943,2468,210,505653.00,1762,71.39,14.00,3.25
1-December-2020,203.85,209.95,200.00,202.10,203.814995787700084245,5935,332,1209642.00,5376,90.58,9.95,-1.75
27-November-2020,202.00,210.00,196.00,208.95,204.664942841589548176,3674,171,751939.00,2005,54.57,14.00,6.95
26-November-2020,205.40,205.55,200.20,200.40,201.741847826086956521,368,28,74241.00,242,65.76,5.35,-5.00
25-November-2020,206.55,208.45,204.00,205.20,205.601900091939932577,3263,196,670879.00,2958,90.65,4.45,-1.35
24-November-2020,210.00,211.20,208.10,210.50,210.445500279485746226,3578,193,752974.00,2996,83.73,3.10,0.50
23-November-2020,203.00,226.45,203.00,208.20,208.733224814613854223,5529,183,1154086.00,4595,83.11,23.45,5.20
20-November-2020,203.40,203.40,200.00,202.75,201.713161659513590844,1398,94,281995.00,1079,77.18,3.40,-0.65
19-November-2020,203.15,203.95,199.75,200.00,201.564550867857595337,7893,235,1590949.00,7223,91.51,4.20,-3.15
18-November-2020,195.95,221.90,195.00,203.15,204.609806224310041103,3406,75,696901.00,3219,94.51,26.90,7.20
17-November-2020,195.75,200.15,195.75,197.00,196.930609097918272937,1297,111,255419.00,928,71.55,4.40,1.25
14-November-2020,200.90,200.95,192.50,193.90,194.868194842406876790,698,90,136018.00,572,81.95,8.45,-7.00
13-November-2020,192.15,203.15,192.15,195.45,196.627384059425818108,4981,248,979401.00,2781,55.83,11.00,3.30
12-November-2020,182.30,194.45,182.30,192.70,189.483805668016194331,6916,307,1310470.00,5672,82.01,12.15,10.40
11-November-2020,179.85,180.70,173.95,177.05,178.635746606334841628,2652,167,473742.00,925,34.88,6.75,-2.80
10-November-2020,181.85,182.00,178.40,178.70,181.545454545454545454,803,57,145781.00,779,97.01,3.60,-3.15
9-November-2020,177.45,182.00,170.00,179.75,177.974087161366313309,849,70,151100.00,798,93.99,12.00,2.30
6-November-2020,175.80,176.75,175.80,176.05,176.071428571428571428,70,2,12325.00,70,100.00,0.95,0.25
5-November-2020,176.95,177.25,169.00,173.50,174.659976842917792358,2591,87,452544.00,451,17.41,8.25,-3.45
4-November-2020,174.15,176.30,172.00,172.70,173.246017699115044247,565,87,97884.00,523,92.57,4.30,-1.45
3-November-2020,177.85,177.85,175.40,176.45,176.164102564102564102,390,44,68704.00,297,76.15,2.45,-1.40
2-November-2020,176.85,179.20,176.00,176.70,177.625254338719329742,8355,382,1484059.00,2976,35.62,3.20,-0.15
30-October-2020,178.75,180.95,176.00,176.05,179.164390756302521008,3808,271,682258.00,1973,51.81,4.95,-2.70
29-October-2020,177.00,179.00,176.65,178.10,177.979856115107913669,695,55,123696.00,674,96.98,2.35,1.10
