Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
5-January-2021,287.70,297.25,270.50,277.85,285.648606960377904174,20746,1127,5926066.00,12528,60.39,26.75,-9.85
4-January-2021,243.95,284.55,240.15,284.55,274.711937026703866082,30108,839,8271027.00,23005,76.41,44.40,40.60
1-January-2021,244.00,244.00,236.85,237.15,238.587467362924281984,766,75,182758.00,521,68.02,7.15,-6.85
31-December-2020,244.00,244.00,232.55,239.65,238.946111111111111111,1800,140,430103.00,1090,60.56,11.45,-4.35
30-December-2020,242.00,245.10,238.00,240.35,241.028286724525875924,6222,378,1499678.00,1989,31.97,7.10,-1.65
29-December-2020,253.95,253.95,238.55,241.15,243.156756756756756756,2960,386,719744.00,2615,88.34,15.40,-12.80
28-December-2020,242.00,254.90,239.90,245.55,246.295956338377573803,4031,322,992819.00,2551,63.28,15.00,3.55
24-December-2020,260.00,260.00,238.75,242.90,247.721497919556171983,3605,285,893036.00,997,27.66,21.25,-17.10
23-December-2020,216.00,247.00,215.80,244.10,235.333073626801714063,12835,1000,3020500.00,6162,48.01,31.20,28.10
22-December-2020,207.80,220.00,207.80,216.00,209.955862068965517241,725,41,152218.00,660,91.03,12.20,8.20
21-December-2020,224.05,229.65,211.20,217.10,217.499568841621155504,3479,233,756681.00,1240,35.64,18.45,-6.95
18-December-2020,227.55,227.55,220.00,224.05,223.700575815738963531,1042,75,233096.00,942,90.40,7.55,-3.50
17-December-2020,240.00,242.00,226.25,230.35,234.347980155917788802,7055,395,1653325.00,3753,53.20,15.75,-9.65
16-December-2020,219.80,247.60,218.45,238.70,234.156402404445956674,8817,700,2064557.00,5999,68.04,29.15,18.90
15-December-2020,213.35,219.75,213.35,218.20,217.880000000000000000,450,39,98046.00,378,84.00,6.40,4.85
14-December-2020,212.90,218.05,208.60,215.30,214.774683544303797468,1580,141,339344.00,1377,87.15,9.45,2.40
11-December-2020,223.70,228.00,210.00,213.10,213.166259168704156479,818,90,174370.00,780,95.35,18.00,-10.60
10-December-2020,216.90,216.90,208.85,212.90,211.319068255687973997,1846,184,390095.00,1487,80.55,8.05,-4.00
9-December-2020,222.05,222.95,215.25,217.55,218.929515418502202643,908,83,198788.00,821,90.42,7.70,-4.50
8-December-2020,215.15,218.10,214.50,217.95,215.595573440643863179,497,114,107151.00,370,74.45,3.60,2.80
7-December-2020,221.00,222.00,213.60,217.50,218.694614860259032038,1467,57,320825.00,1453,99.05,8.40,-3.50
4-December-2020,222.00,222.00,212.55,216.20,215.310679611650485436,412,90,88708.00,311,75.49,9.45,-5.80
3-December-2020,211.00,220.00,210.75,215.65,217.327835051546391752,4365,626,948636.00,2033,46.58,9.25,4.65
2-December-2020,211.95,212.00,208.40,208.40,209.435323383084577114,402,45,84193.00,367,91.29,3.60,-3.55
1-December-2020,207.00,211.10,203.15,210.00,208.550251256281407035,796,55,166006.00,495,62.19,7.95,3.00
27-November-2020,208.50,213.10,207.10,209.90,209.510256410256410256,390,65,81709.00,355,91.03,6.00,1.40
26-November-2020,209.00,210.00,205.05,207.05,207.814712643678160919,2175,176,451997.00,910,41.84,4.95,-1.95
25-November-2020,208.35,209.60,205.00,207.95,207.279279279279279279,222,57,46016.00,181,81.53,4.60,-0.40
24-November-2020,205.50,220.00,205.50,211.00,210.769329896907216494,776,93,163557.00,329,42.40,14.50,5.50
23-November-2020,209.50,216.90,209.50,210.75,212.548756415317804974,2533,170,538386.00,1701,67.15,7.40,1.25
20-November-2020,209.95,211.55,205.45,208.75,207.915590008613264427,2322,126,482780.00,666,28.68,6.10,-1.20
19-November-2020,210.00,218.00,203.10,205.70,208.288700367325520377,11434,403,2381573.00,7400,64.72,14.90,-4.30
18-November-2020,209.00,212.00,206.35,208.10,208.861356932153392330,2034,117,424824.00,1034,50.84,5.65,-0.90
17-November-2020,209.25,211.50,203.00,208.95,206.052699784017278617,4630,220,954024.00,679,14.67,8.50,-0.30
14-November-2020,197.00,213.80,197.00,207.30,206.432085561497326203,935,49,193014.00,275,29.41,16.80,10.30
13-November-2020,202.45,207.90,197.20,206.60,201.233333333333333333,540,79,108666.00,277,51.30,10.70,4.15
12-November-2020,202.50,210.45,197.20,200.55,206.938104723961297666,7028,510,1454361.00,2409,34.28,13.25,-1.95
11-November-2020,203.65,211.10,200.00,202.25,203.089238287474768936,9413,295,1911679.00,2606,27.69,11.10,-1.40
10-November-2020,201.15,208.85,196.20,201.65,203.484090454272563538,9994,323,2033620.00,1589,15.90,12.65,0.50
9-November-2020,212.60,212.60,205.00,207.40,209.488997555012224938,409,48,85681.00,391,95.60,7.60,-5.20
6-November-2020,205.90,225.00,205.90,212.65,220.198168193172356369,2402,291,528916.00,1614,67.19,19.10,6.75
5-November-2020,213.15,213.15,206.05,208.00,208.313459801264679313,4428,169,922412.00,1244,28.09,7.10,-5.15
4-November-2020,195.30,212.70,195.00,206.95,199.740690892777030058,6687,373,1335666.00,1383,20.68,17.70,11.65
3-November-2020,190.05,197.90,190.05,195.30,195.194690265486725663,113,37,22057.00,76,67.26,7.85,5.25
2-November-2020,196.00,202.95,190.00,193.95,193.710309777347531461,4132,143,800411.00,1913,46.30,12.95,-2.05
30-October-2020,201.00,209.00,195.00,198.05,198.455801710901513489,4559,355,904760.00,3241,71.09,14.00,-2.95
29-October-2020,206.90,215.25,206.05,210.60,211.094289113622843545,3362,195,709699.00,883,26.26,9.20,3.70
28-October-2020,215.00,215.25,210.10,214.75,212.896191966614501825,3834,166,816244.00,861,22.46,5.15,-0.25
27-October-2020,211.90,211.90,210.00,210.00,210.414141414141414141,99,5,20831.00,99,100.00,1.90,-1.90
26-October-2020,214.30,220.00,210.00,212.10,214.646825396825396825,252,32,54091.00,211,83.73,10.00,-2.20
23-October-2020,211.10,211.30,210.55,210.55,210.878378378378378378,222,19,46815.00,200,90.09,0.75,-0.55
22-October-2020,219.45,219.45,206.50,213.45,211.895979020979020979,1144,42,242409.00,1027,89.77,12.95,-6.00
21-October-2020,213.10,213.10,206.85,210.20,209.851851851851851851,351,30,73658.00,332,94.59,6.25,-2.90
20-October-2020,208.50,211.75,208.50,211.75,209.033333333333333333,60,14,12542.00,50,83.33,3.25,3.25
19-October-2020,207.10,210.00,207.10,210.00,208.500000000000000000,10,6,2085.00,5,50.00,2.90,2.90
