,Date,Open,High,Low,Close,Adj Close,Volume,gainORloss
0,01-05-2018,69.970001,69.989998,64.459999,67.949997,62.048401,63838400,0
1,01-06-2018,67.690002,70.300003,62.709999,69.25,63.823906,74138200,1.981227394
2,01-07-2018,69.419998,71.889999,68.129997,71.139999,65.565826,63014000,1.973432682
3,01-08-2018,70.629997,72.910004,69.32,71.730003,66.109596,48437300,1.991774655
4,01-09-2018,72.029999,73.739998,68.919998,70.879997,65.902237,43864800,2.011992184
5,01-10-2018,70.769997,76.050003,69.309998,73.360001,68.208084,72952100,1.966194057
6,01-11-2018,73.449997,78.470001,72.07,77.739998,72.280472,54763100,1.943658385
7,01-12-2018,77.199997,81.050003,72.529999,74.739998,70.116463,52979800,2.04013915
8,01-01-2019,74.610001,79.610001,72.260002,79.120003,74.225502,57152100,1.94464099
9,01-02-2019,79.120003,81.760002,78.150002,81.150002,76.129921,45106300,1.974984609
10,01-03-2019,81.110001,86.099998,80.620003,83.75,79.239342,69641000,1.968955248
11,01-04-2019,83.900002,85.769997,82.150002,85.550003,80.942398,51813900,1.978959638
12,01-05-2019,85.209999,89.010002,82.559998,86.120003,81.481689,48221400,1.993381329
13,01-06-2019,86.349998,91.989998,85.260002,88.010002,83.941589,47249600,1.978525179
14,01-07-2019,87.989998,91.82,87.080002,87.809998,83.750832,39252400,2.002277691
15,01-08-2019,87.650002,91.5,87.040001,91.150002,86.936432,50725500,1.963357061
16,01-09-2019,91.220001,94.889999,90.080002,93.690002,90.031189,45831900,1.972889316
17,01-10-2019,93.339996,96.220001,91.349998,94.389999,90.70385,50281400,1.992583992
18,01-11-2019,94.720001,94.980003,88.169998,91.349998,87.782578,51950000,2.03327861
19,01-12-2019,91.029999,95.769997,90.209999,94.510002,91.515633,42958200,1.966564343
20,01-01-2020,94.5,104.43,92.940002,104.220001,100.917984,52596200,1.906831713
21,01-02-2020,104.470001,104.970001,86.419998,89.260002,86.431976,57689000,2.167600254
22,01-03-2020,89.550003,100.650002,65.139999,79.980003,77.979836,118911500,2.11602899
23,01-04-2020,77.449997,88.290001,71.199997,83.110001,81.031563,61847700,1.962339093
24,01-05-2020,82.389999,85.849998,76.230003,85.25,83.11805,67544800,1.974897372
25,01-06-2020,85.080002,88.120003,77.150002,79.639999,78.344109,61283600,2.070442002
26,01-07-2020,79.760002,89.93,79.230003,86.879997,85.466301,79177700,1.916666687
27,01-08-2020,86.620003,87.150002,77.32,78.830002,77.547287,61435200,2.102118417
28,01-09-2020,78.589996,82.099998,77.300003,81.730003,81.064804,50097600,1.964517302
29,01-10-2020,81.690002,94.209999,81.300003,89.93,89.198059,61263800,1.908818003
30,01-11-2020,90.830002,94.209999,80.809998,84.889999,84.199081,60007900,2.059370963
31,01-12-2020,85.230003,86.279999,80.410004,83.269997,83.269997,62851700,2.01945481
