,Date,Open,High,Low,Close,Adj Close,Volume,gainORloss
0,01-05-2018,161.440002,170.289993,159.070007,161.410004,151.451309,20466600,0
1,01-06-2018,162.729996,169.470001,154.669998,155.729996,146.12175,21974200,2.036473436
2,01-07-2018,155.070007,165.089996,153.009995,164.169998,155.134689,23045700,1.948589864
3,01-08-2018,163.929993,169,157.009995,166.289993,157.138016,22022100,1.987251217
4,01-09-2018,166.110001,171.660004,163.419998,167.050003,157.856216,15295200,1.995450404
5,01-10-2018,168.070007,171.550003,148.440002,154.350006,146.813461,26642900,2.082280509
6,01-11-2018,155.25,165.490005,151.850006,160.869995,153.015091,23561300,1.959470447
7,01-12-2018,163.759995,167,149.639999,160.050003,152.235138,28132600,2.005123349
8,01-01-2019,157.389999,165.520004,153.630005,164.389999,157.440918,28308600,1.973599392
9,01-02-2019,165,182.25,163.529999,181.179993,173.521164,21989900,1.907329757
10,01-03-2019,182.460007,191.160004,178,190.960007,182.887741,21928200,1.948785014
11,01-04-2019,192.149994,206.070007,189.149994,205.789993,198.300476,21982800,1.927936311
12,01-05-2019,206.720001,210.149994,199.460007,203.589996,196.180542,27712200,2.010806017
13,01-06-2019,204.179993,226.649994,203.509995,226.369995,218.131485,24997300,1.899368293
14,01-07-2019,227.509995,232.470001,219.580002,228.270004,221.109909,22484200,1.991676484
15,01-08-2019,226.259995,232.179993,217.610001,225.919998,218.833633,19318900,2.010401939
16,01-09-2019,223.970001,229.5,210.369995,221.860001,214.90097,19570700,2.018299815
17,01-10-2019,222.529999,223,206.699997,213.259995,207.660431,19103400,2.040326391
18,01-11-2019,214.710007,241.899994,212.820007,236.330002,230.12468,21728100,1.902382233
19,01-12-2019,236,237.309998,227.979996,234.990005,228.819885,19917400,2.005702357
20,01-01-2020,235.25,244.610001,224.910004,238.710007,233.593628,26787300,1.984416229
21,01-02-2020,239.889999,257.01001,213.809998,219.610001,214.903015,22887400,2.086972387
22,01-03-2020,221.089996,237.440002,167.429993,199.610001,195.331665,41946100,2.10019538
23,01-04-2020,192,231.880005,185.25,225.580002,222.18663,28768800,1.884874542
24,01-05-2020,220.389999,242.970001,218.869995,241.649994,238.014877,20020600,1.933498893
25,01-06-2020,242.110001,252.539993,229.169998,241.460007,237.827759,21401200,2.000786826
26,01-07-2020,241.899994,299.820007,239.360001,286.630005,283.912659,31028000,1.842410085
27,01-08-2020,288.079987,299.459991,274.559998,292.26001,289.489288,18266000,1.980736314
28,01-09-2020,291,310.73999,284.230011,297.859985,295.036194,19197900,1.981199304
29,01-10-2020,299.059998,306.820007,271.269989,276.23999,274.874573,18675700,2.078265261
30,01-11-2020,280.720001,327.890015,262.23999,280.140015,278.755341,33981000,1.986078301
31,01-12-2020,285,286,260.609985,273.220001,271.869507,25379100,2.025327626
