Date,Open,High,Low,Close,Adj Close,Volume
2017-04-03,190.410004,191.020004,189.500000,189.990005,169.757385,2652600
2017-04-10,190.160004,190.520004,188.619995,188.649994,168.560089,5832800
2017-04-17,189.309998,192.110001,189.289993,191.500000,171.106567,8393300
2017-04-24,193.000000,197.119995,192.360001,195.830002,174.975449,13770300
2017-05-01,195.500000,199.899994,194.470001,199.399994,178.165283,10314600
2017-05-08,198.839996,199.360001,195.259995,196.570007,175.636658,8599500
2017-05-15,196.669998,197.940002,193.539993,195.800003,174.948608,8363600
2017-05-22,196.350006,200.690002,196.350006,200.669998,180.370895,7475100
2017-05-29,200.309998,207.389999,199.960007,206.699997,185.790894,9452500
2017-06-05,206.770004,207.330002,204.089996,206.929993,185.997650,8941900
2017-06-12,206.929993,213.460007,205.500000,213.240005,191.669342,10677000
2017-06-19,214.000000,214.570007,211.710007,212.899994,191.363739,7997000
2017-06-26,212.789993,213.470001,207.080002,208.190002,187.130188,8715100
2017-07-03,209.139999,210.339996,207.889999,209.589996,188.388565,4826400
2017-07-10,209.600006,212.779999,208.000000,211.770004,190.348068,6225200
2017-07-17,212.199997,213.410004,209.479996,211.160004,189.799759,7292800
2017-07-24,211.199997,211.660004,197.169998,199.720001,179.517014,15342800
2017-07-31,200.000000,208.610001,199.809998,207.649994,186.644836,9455200
2017-08-07,207.899994,208.399994,205.179993,205.979996,185.143738,7675400
2017-08-14,206.660004,208.630005,203.449997,203.529999,182.941559,7252300
2017-08-21,203.800003,205.860001,201.960007,202.130005,181.683212,7395000
2017-08-28,202.779999,204.910004,201.330002,203.559998,184.020935,6343100
2017-09-04,202.250000,206.119995,200.509995,205.690002,185.946472,7346200
2017-09-11,206.460007,214.119995,206.089996,213.350006,192.871246,9998100
2017-09-18,214.000000,214.649994,208.309998,210.759995,190.529861,8565000
2017-09-25,210.979996,212.830002,208.160004,209.899994,189.752411,8423900
2017-10-02,210.729996,217.610001,210.029999,216.520004,195.736954,7954700
2017-10-09,215.960007,219.759995,214.660004,217.720001,196.821777,7648000
2017-10-16,217.699997,221.320007,216.470001,221.320007,200.076187,7766400
2017-10-23,221.759995,238.899994,221.199997,234.740005,212.208099,18169600
2017-10-30,233.660004,233.660004,229.110001,232.220001,209.929947,9212900
2017-11-06,232.220001,232.630005,226.160004,227.449997,205.617844,7270100
2017-11-13,226.729996,229.990005,226.039993,229.360001,207.344482,7637200
2017-11-20,229.899994,235.710007,229.550003,231.380005,209.170593,5853500
2017-11-27,231.750000,243.630005,231.130005,241.149994,219.102570,11642800
2017-12-04,243.050003,244.229996,236.970001,238.130005,216.358673,9302800
2017-12-11,239.190002,241.679993,236.119995,238.000000,216.240555,13720500
2017-12-18,238.580002,240.009995,234.279999,234.729996,213.269531,9250000
2017-12-25,235.080002,237.309998,234.839996,235.369995,213.851028,4293200
2018-01-01,235.779999,240.899994,232.809998,240.570007,218.575592,9203700
2018-01-08,239.380005,246.000000,239.179993,244.470001,222.119049,8667000
2018-01-15,245.300003,249.000000,243.830002,248.179993,225.489838,9177100
2018-01-22,247.130005,259.769989,245.080002,258.630005,234.984451,14192700
2018-01-29,258.510010,259.339996,244.880005,245.169998,222.755051,14446500
2018-02-05,243.500000,244.399994,218.179993,225.210007,204.619919,22854100
2018-02-12,227.490005,238.440002,226.100006,236.669998,215.032181,12501100
2018-02-19,234.539993,237.889999,232.100006,237.020004,216.619995,9138500
2018-02-26,239.009995,244.860001,226.330002,230.369995,210.542358,13726400
2018-03-05,230.000000,241.369995,228.529999,241.350006,220.577332,10336300
