,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Date,Open,High,Low,Close,Adj Close,Volume,gainORloss
0,0,0,0,2018-04-09,1020.039978,1044.589966,1019.200012,1020.090027,1020.090027,1661000,0.0
1,1,1,1,2018-04-10,1030.26001,1041.209961,1015.409973,1036.5,1036.5,1831000,1.98416789869754
2,2,2,2,2018-04-11,1032.0,1035.869995,1019.200012,1025.060059,1025.060059,1703000,2.011160264122631
3,3,3,3,2018-04-12,1031.469971,1044.650024,1026.050049,1037.290039,1037.290039,1644800,1.9882096814389634
4,4,4,4,2018-04-13,1046.890015,1052.97998,1030.150024,1036.040039,1036.040039,1270500,2.0012065170774735
5,5,5,5,2018-04-16,1045.550049,1051.430054,1033.920044,1046.099976,1046.099976,1488800,1.990383388556736
6,6,6,6,2018-04-17,1061.199951,1085.0,1057.089966,1079.359985,1079.359985,2729200,1.9691854344591067
7,7,7,7,2018-04-18,1079.01001,1082.0,1070.52002,1075.390015,1075.390015,1556300,2.0036916559988702
8,8,8,8,2018-04-19,1069.02002,1097.51001,1069.02002,1089.449951,1089.449951,1994200,1.9870944635987229
9,9,9,9,2018-04-20,1084.27002,1094.75,1072.099976,1077.319946,1077.319946,2121700,2.0112594267330124
10,10,10,10,2018-04-23,1082.97998,1088.0,1066.680054,1073.810059,1073.810059,3479500,2.0032686292799946
11,11,11,11,2018-04-24,1059.199951,1064.48999,1012.859985,1022.640015,1022.640015,6411000,2.0500372010183856
12,12,12,12,2018-04-25,1029.75,1036.069946,1017.01001,1022.98999,1022.98999,2893000,1.9996578901031083
13,13,13,13,2018-04-26,1033.219971,1052.02002,1020.450012,1043.310059,1043.310059,2546300,1.9805234610509972
14,14,14,14,2018-04-27,1045.540039,1051.699951,1027.589966,1031.449951,1031.449951,2037300,2.0114984813257313
15,15,15,15,2018-04-30,1034.420044,1038.369995,1018.299988,1018.580017,1018.580017,1724600,2.012635172284162
