,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Date,Open,High,Low,Close,Adj Close,Volume,gainORloss
0,0,0,0,2018-04-09,52.98,57.060001,52.799999,56.07,53.563377,46923800,0.0
1,1,1,1,2018-04-16,56.439999,58.400002,50.68,51.09,48.806011,77222800,2.0974750440399292
2,2,2,2,2018-04-23,51.529999,51.740002,47.740002,49.400002,47.191563,66287200,2.0342104844449196
3,3,3,3,2018-04-30,49.52,52.689999,49.169998,52.560001,50.210297,58100300,1.9398782545685265
4,4,4,4,2018-05-07,52.740002,55.889999,52.150002,54.84,52.388367,53923100,1.9584245258935082
5,5,5,5,2018-05-14,55.830002,56.939999,48.529999,49.509998,47.296646,106481000,2.1076550639327434
6,6,6,6,2018-05-21,50.709999,51.369999,49.369999,50.849998,48.576736,74233200,1.9736479832309923
7,7,7,7,2018-05-28,51.099998,52.490002,50.619999,52.240002,50.104019,57338400,1.973391961202452
8,8,8,8,2018-06-04,52.349998,53.23,50.23,51.150002,49.05859,60308900,2.0213098720895455
9,9,9,9,2018-06-11,51.200001,51.59,48.759998,49.310001,47.293816,92862700,2.0373149657814853
10,10,10,10,2018-06-18,48.880001,49.790001,47.200001,47.959999,45.99902,63513000,2.028148499335874
11,11,11,11,2018-06-25,47.0,47.330002,44.57,46.189999,44.301392,72963900,2.0383199835098504
12,12,12,12,2018-07-02,45.099998,46.220001,44.740002,46.130001,44.243843,38999700,2.001300628629945
13,13,13,13,2018-07-09,46.259998,46.919998,44.98,46.130001,44.243843,47947100,2.0
14,14,14,14,2018-07-16,46.040001,49.150002,45.950001,46.759998,44.848083,51504200,1.9865270096889225
15,15,15,15,2018-07-23,46.299999,49.48,45.130001,48.299999,46.325115,56782600,1.9681159206649261
16,16,16,16,2018-07-30,48.279999,49.060001,47.110001,48.84,46.843033,44852800,1.9889434684684684
17,17,17,17,2018-08-06,49.080002,50.389999,47.91,48.130001,46.16207100000001,42148100,2.014751693024066
18,18,18,18,2018-08-13,48.060001,48.889999,42.619999,43.77,41.980339,89929900,2.0996116289696136
19,19,19,19,2018-08-20,43.799999,44.23,42.52,42.73,40.982861,59640300,2.0243388719868944
20,20,20,20,2018-08-27,42.959999,44.200001,42.75,43.02,41.450447,60102700,1.9932589493258948
21,21,21,21,2018-09-03,42.84,43.0,39.630001,39.849998,38.396107,64670100,2.079548360328651
22,22,22,22,2018-09-10,40.099998,40.279999,37.389999,39.099998,37.673458,71254300,2.0191815866589047
23,23,23,23,2018-09-17,38.950001,39.959999,38.639999,39.630001,38.184132,62047800,1.9866262178494518
24,24,24,24,2018-09-24,39.240002,39.5,38.07,38.650002,37.239887,49726100,2.02535572960643
25,25,25,25,2018-10-01,38.5,39.650002,36.98,37.240002,35.881329,49394500,2.037862511392991
26,26,26,26,2018-10-08,37.0,37.299999,32.779999,33.689999,32.460838,96110700,2.105372606274046
27,27,27,27,2018-10-15,33.439999,36.080002,33.049999,34.290001000000004,33.038952,63967800,1.9825021294108447
28,28,28,28,2018-10-22,34.389999,34.540001000000004,31.57,32.360001000000004,31.179373,69591200,2.0596415309134257
29,29,29,29,2018-10-29,32.650002,36.02,30.530001,35.27,33.983196,68379500,1.9174936489934788
30,30,30,30,2018-11-05,35.32,35.619999,33.75,34.279999,33.029312,45796600,2.028879843316215
