,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Date,Open,High,Low,Close,Adj Close,Volume,gainORloss
0,0,0,0,2018-04-09,42.470001,43.959999,42.462502,43.682499,42.207695,511486000,0.0
1,1,1,1,2018-04-16,43.7575,44.735001,41.357498,41.43,40.031242,676952800,2.054368790731354
2,2,2,2,2018-04-23,41.7075,41.73,40.157501,40.580002,39.209946,648833600,2.0209462286374458
3,3,3,3,2018-04-30,40.532501,46.0625,40.459999,45.9575,44.405891,1011222800,1.8829897622803677
4,4,4,4,2018-05-07,46.294998,47.592499,45.9175,47.147499,45.55571,593067600,1.9747600821837867
5,5,5,5,2018-05-14,47.252499,47.3825,46.275002,46.577499,45.178493,396995200,2.0122376686648633
6,6,6,6,2018-05-21,47.0,47.412498,46.439999,47.145,45.728954,377579600,1.9879626471524021
7,7,7,7,2018-05-28,46.900002,47.564999,46.535,47.560001,46.131493,368519600,1.9912741591405771
8,8,8,8,2018-06-04,47.91,48.549999,47.442501,47.924999,46.485523,467079200,1.992383974801961
9,9,9,9,2018-06-11,47.837502,48.220001,47.064999,47.209999,45.792004,560749200,2.0151450966986886
10,10,10,10,2018-06-18,46.970001,47.305,45.862499,46.23,44.841438,502417600,2.021198334414882
11,11,11,11,2018-06-25,45.849998,46.82,45.182499,46.2775,44.887512,486482000,1.9989735832748092
12,12,12,12,2018-07-02,45.955002,47.107498,45.855,46.9925,45.581036,263102000,1.9847848060860778
13,13,13,13,2018-07-09,47.375,47.959999,46.9025,47.8325,46.395802,340328800,1.9824387184445722
14,14,14,14,2018-07-16,47.880001,48.162498,47.299999,47.860001,46.422485,351736000,1.9994253865560931
15,15,15,15,2018-07-23,47.669998,48.990002,47.389999,47.744999,46.310932,377988800,2.0024086711154814
16,16,16,16,2018-07-30,47.974998,52.185001,47.267502,51.997501,50.435711,896758400,1.9182171850912606
17,17,17,17,2018-08-06,52.0,52.445,51.130001,51.8825,50.32415,486568400,2.0022165662795737
18,18,18,18,2018-08-13,52.327499,54.487499,51.924999,54.395,52.946232,557495600,1.9538100928394153
19,19,19,19,2018-08-20,54.525002,54.794998,53.459999,54.040001,52.600689,451300800,2.006569189367706
20,20,20,20,2018-08-27,54.287498,57.217499,54.0825,56.907501,55.391811,650762400,1.949611212061482
21,21,21,21,2018-09-03,57.102501,57.4175,55.177502,55.325001,53.851463,530531600,2.028603704860304
22,22,22,22,2018-09-10,55.237499,57.087502,54.1175,55.959999,54.469551,792999600,1.988652644543471
23,23,23,23,2018-09-17,55.537498,55.737499,53.825001,54.415001,52.965706,874984400,2.0283928690913746
24,24,24,24,2018-09-24,54.205002,56.610001,54.157501,56.435001,54.931904,517372400,1.9642066100078566
25,25,25,25,2018-10-01,56.987499,58.3675,55.145,56.072498,54.579044,570665200,2.0064648983535562
26,26,26,26,2018-10-08,55.552502,56.817501,53.080002,55.5275,54.04856899999999,768031200,2.00981492053487
27,27,27,27,2018-10-15,55.290001,55.747501,53.25,54.827499,53.367214,594081600,2.012767334143766
28,28,28,28,2018-10-22,54.947498,56.057499,53.1675,54.075001,52.634758,742398400,2.013915820362167
29,29,29,29,2018-10-29,54.797501,55.59,51.357498,51.869999,50.488487,1082425200,2.042510160834975
30,30,30,30,2018-11-05,51.075001,52.529999,49.5425,51.1175,49.75602,764797600,2.014720966400939
31,31,31,31,2018-11-12,49.75,49.962502,46.482498,48.3825,47.25819,968906000,2.0565287035601716
32,32,32,32,2018-11-19,47.5,47.674999,43.025002,43.072498,42.071579,657994800,2.1232805675677318
33,33,33,33,2018-11-26,43.560001,45.700001,42.564999,44.645,43.607544,854999600,1.9647776458729982
34,34,34,34,2018-12-03,46.115002,46.235001,42.075001,42.122501,41.14366500000001,670107200,2.059884834473623
35,35,35,35,2018-12-10,41.25,43.142502,40.8325,41.369999,40.408638,870150800,2.0181895580901514
36,36,36,36,2018-12-17,41.362499,42.087502,37.407501,37.682499,36.806835,1150777200,2.0978570980656035
37,37,37,37,2018-12-24,37.037498,39.630001,36.647499,39.057499,38.149883,764640800,1.9647954929218585
38,38,38,38,2018-12-31,39.6325,39.84,35.5,37.064999,36.203678,887850000,2.0537569149806267
39,39,39,39,2019-01-07,37.174999,38.6325,36.474998,38.072498,37.18777100000001,814824400,1.9735373549694584
40,40,40,40,2019-01-14,37.712502,39.470001,37.305,39.205002,38.293949,621168000,1.9711132778414346
41,41,41,41,2019-01-21,39.102501,39.532501,37.924999,39.439999,38.523491,450006400,1.9940416580639369
42,42,42,42,2019-01-28,38.947498,42.25,38.415001,41.630001,40.662605,809187200,1.9473936596830732
43,43,43,43,2019-02-04,41.852501,43.892502,41.82,42.602501,41.612507,605593600,1.9771727016683833
44,44,44,44,2019-02-11,42.762501,43.119999,42.3125,42.605,41.793427,448918400,1.999941344912569
45,45,45,45,2019-02-18,42.427502,43.330002,42.372501,43.2425,42.418781,325000400,1.9852575591142971
46,46,46,46,2019-02-25,43.540001,43.967499,43.182499,43.7425,42.90926,483522400,1.9885694690518374
47,47,47,47,2019-03-04,43.922501,44.4375,42.375,43.227501,42.404068,467119200,2.011913688926871
48,48,48,48,2019-03-11,43.872501,46.8325,43.837502,46.529999,45.643658,632534000,1.9290243268649114
49,49,49,49,2019-03-18,46.450001,49.422501,46.182499,47.762501,46.85268,729373200,1.9741951955154105
50,50,50,50,2019-03-25,47.877499,48.220001,46.145,47.487499,46.582916,671354400,2.0057910398692504
51,51,51,51,2019-04-01,47.91,49.275002,47.095001,49.25,48.311844,446161600,1.9642131776649747
52,52,52,52,2019-04-08,49.105,50.712502,49.052502,49.717499,48.770443,528026800,1.9905968922531685
53,53,53,53,2019-04-15,49.645,51.037498,49.502499,50.965,49.994179,385342400,1.9755223977239282
54,54,54,54,2019-04-22,50.7075,52.119999,50.529999,51.075001,50.102085,389981600,1.9978462849173513
55,55,55,55,2019-04-29,51.099998,53.827499,49.7775,52.9375,51.929108,745822400,1.9648170200708384
56,56,56,56,2019-05-06,51.072498,52.209999,48.192501,49.294998,48.355991,694654400,2.073891919013771
57,57,57,57,2019-05-13,46.927502,48.1175,45.712502,47.25,46.528439,745662000,2.043280380952381
58,58,58,58,2019-05-20,45.880001,47.0,44.452499,44.7425,44.059231,627880400,2.056042912219925
59,59,59,59,2019-05-27,44.73,45.147499,43.747501,43.767502,43.099117,418765600,2.0222767568503226
60,60,60,60,2019-06-03,43.900002,47.98,42.567501,47.537498,46.81155,617392800,1.9206942696058595
61,61,61,61,2019-06-10,47.952499,49.197498,47.575001,48.185001,47.449154,447372400,1.9865621461749061
62,62,62,62,2019-06-17,48.224998,50.212502,48.0425,49.695,48.936092,526635600,1.9696146694838514
63,63,63,63,2019-06-24,49.634998,50.392502,48.822498,49.48,48.724384,469474000,2.004345189975748
64,64,64,64,2019-07-01,50.7925,51.27,50.162498,51.057499,50.27779,291262800,1.9691034807639127
65,65,65,65,2019-07-08,50.202499,51.0975,49.602501,50.825001,50.048847,406402800,2.0045744809724644
66,66,66,66,2019-07-15,51.022499,51.625,50.59,50.647499,49.874054,349566400,2.003504654790555
67,67,67,67,2019-07-22,50.912498,52.432499,50.9025,51.935001,51.141891,348612800,1.9752093583285002
68,68,68,68,2019-07-29,52.115002,55.342499,50.407501,51.005001,50.226093,879082000,2.018233506161484
69,69,69,69,2019-08-05,49.497501,50.8825,48.145,50.247501,49.480164,692845600,2.0150753765843996
70,70,70,70,2019-08-12,49.904999,53.035,49.787498,51.625,51.029778,644382400,1.973317210653753
71,71,71,71,2019-08-19,52.654999,53.610001,50.25,50.66,50.075905,567620000,2.019048559020924
72,72,72,72,2019-08-26,51.465,52.612499,50.830002,52.185001,51.583324,439958400,1.9707770246090441
73,73,73,73,2019-09-02,51.607498,53.605,51.055,53.314999,52.700287,329948400,1.9788052514077699
74,74,74,74,2019-09-09,53.709999,56.605,52.767502,54.6875,54.05696500000001,701467600,1.9749028388571428
75,75,75,75,2019-09-16,54.432499,55.939999,54.3675,54.432499,53.804901,569162000,2.0046847196929174
76,76,76,76,2019-09-23,54.737499,55.622501,54.285,54.705002,54.074268,465780800,1.9950186822038687
77,77,77,77,2019-09-30,55.224998,57.055,53.782501,56.752499,56.098156,634486800,1.9639223463974689
78,78,78,78,2019-10-07,56.567501,59.41,56.0825,59.052502,58.37164300000001,588705600,1.9610515571380873
