,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Date,Open,High,Low,Close,Adj Close,Volume,gainORloss
0,0,0,0,2018-04-09,64.91999799999999,67.66999799999999,64.08000200000001,67.209999,65.751648,10128800,0.0
1,1,1,1,2018-04-16,67.83000200000001,70.290001,67.32,67.550003,66.084274,12601000,1.9949666323478916
2,2,2,2,2018-04-23,67.709999,68.66999799999999,64.910004,66.279999,64.841827,13581600,2.019161195219692
3,3,3,3,2018-04-30,66.489998,67.25,64.860001,67.0,65.546196,11350000,1.9892537164179105
4,4,4,4,2018-05-07,67.160004,69.599998,66.839996,69.449997,67.943039,8862400,1.96472286384692
5,5,5,5,2018-05-14,69.730003,70.449997,60.700001,64.32,62.924347,33021100,2.0797574160447763
6,6,6,6,2018-05-21,64.75,65.989998,62.84,63.150002,61.779743,14433000,2.018527283657093
7,7,7,7,2018-05-28,62.630001,63.23,61.299999,62.779999,61.417763,10079000,2.00589364456664
8,8,8,8,2018-06-04,63.169998,66.370003,62.759998,65.730003,64.30375699999999,13856100,1.9551193691562738
9,9,9,9,2018-06-11,65.68,66.75,65.190002,66.129997,64.695076,17282500,1.9939513984856223
10,10,10,10,2018-06-18,65.480003,65.540001,62.27,62.790001,61.427547,19339800,2.0531931190763957
11,11,11,11,2018-06-25,62.459999,63.0,60.419998,61.84,60.498161,11586100,2.0153622412677876
12,12,12,12,2018-07-02,61.360001,62.400002,60.790001,62.290001,60.9384,6908100,1.9927757105028783
13,13,13,13,2018-07-09,62.43,63.830002,62.43,63.380001,62.154507,7925300,1.9828021460586598
14,14,14,14,2018-07-16,63.23,64.650002,62.150002,63.849998,62.615417,6948000,1.992639044405295
15,15,15,15,2018-07-23,63.700001,66.83000200000001,63.369999,65.75,64.478668,12020100,1.9711026311787072
16,16,16,16,2018-07-30,65.870003,66.690002,64.5,65.730003,64.459076,10940100,2.0003042294095135
17,17,17,17,2018-08-06,65.699997,68.150002,65.33000200000001,66.260002,64.978806,11277700,1.9920012226984236
18,18,18,18,2018-08-13,66.440002,67.260002,64.220001,64.660004,63.40975600000001,17763400,2.024744786591724
19,19,19,19,2018-08-20,64.57,66.260002,64.459999,65.980003,64.704239,11360200,1.9799939536225848
20,20,20,20,2018-08-27,66.33000200000001,67.650002,65.860001,67.540001,66.23406999999999,9123900,1.976902606205173
21,21,21,21,2018-09-03,67.339996,67.83000200000001,66.760002,67.400002,66.096779,6204600,2.00207713643688
22,22,22,22,2018-09-10,67.82,69.660004,67.25,68.849998,67.518738,8823900,1.9789397815233052
23,23,23,23,2018-09-17,69.639999,71.459999,68.410004,70.720001,69.352577,10765700,1.97355765026078
24,24,24,24,2018-09-24,70.68,71.0,69.699997,70.540001,69.176064,10083900,2.002551743655348
25,25,25,25,2018-10-01,70.68,72.370003,69.449997,70.300003,68.940704,13996700,2.0034139116608576
26,26,26,26,2018-10-08,69.959999,70.050003,64.620003,66.239998,65.096703,14708000,2.0612923478651073
27,27,27,27,2018-10-15,65.91999799999999,67.57,64.239998,64.470001,63.357262,10207900,2.0274545831013713
28,28,28,28,2018-10-22,64.690002,64.839996,61.009998,62.73,61.647285,16367100,2.027737940379404
29,29,29,29,2018-10-29,63.650002,66.610001,61.130001,65.93,64.79205300000001,13971800,1.9514636735932047
30,30,30,30,2018-11-05,66.029999,68.379997,65.230003,67.269997,66.108917,12354700,1.9800803172326586
31,31,31,31,2018-11-12,66.160004,66.25,62.540001,64.989998,63.868275,16878500,2.0350823060496173
32,32,32,32,2018-11-19,64.66999799999999,68.66999799999999,62.400002,68.209999,67.0327,16511200,1.9527928302711162
33,33,33,33,2018-11-26,68.940002,72.650002,68.389999,72.349998,71.101242,12506500,1.9427781739537853
34,34,34,34,2018-12-03,73.33000200000002,75.110001,69.650002,70.25,69.037483,14219400,2.029893209964413
35,35,35,35,2018-12-10,70.43,73.040001,68.57,69.360001,68.16285699999999,12299400,2.012831588626996
36,36,36,36,2018-12-17,69.110001,69.629997,63.220001,63.290001,62.197617,15430100,2.095907724823705
37,37,37,37,2018-12-24,62.93,67.120003,62.220001,65.959999,64.821541,6953000,1.9595209514784864
38,38,38,38,2018-12-31,66.339996,67.480003,62.0,65.459999,64.48925799999999,12193000,2.007638252484544
39,39,39,39,2019-01-07,65.639999,70.410004,65.610001,70.379997,69.33629599999999,9547200,1.930093802078451
40,40,40,40,2019-01-14,69.720001,72.309998,69.620003,71.93,70.863304,8233600,1.9784512303628528
41,41,41,41,2019-01-21,71.440002,73.730003,70.470001,73.650002,72.557808,7747900,1.976646273546605
42,42,42,42,2019-01-28,72.760002,76.589996,72.410004,76.040001,74.912369,9388800,1.9685691876832034
43,43,43,43,2019-02-04,76.18,76.690002,74.760002,75.800003,74.675926,8323000,2.003166200402393
44,44,44,44,2019-02-11,76.0,78.309998,75.75,78.300003,77.138847,7977700,1.9680715210189712
45,45,45,45,2019-02-18,78.0,78.800003,76.5,78.41999799999998,77.257065,11413000,1.9984698418380475
46,46,46,46,2019-02-25,78.900002,81.440002,78.25,81.239998,80.035248,8510000,1.9652880345959631
47,47,47,47,2019-03-04,81.5,81.760002,77.400002,77.980003,76.82358599999998,9661800,2.041805525449903
48,48,48,48,2019-03-11,78.279999,81.43,78.260002,81.099998,79.897324,7539900,1.961529037275685
49,49,49,49,2019-03-18,81.099998,82.269997,78.970001,78.989998,77.81860400000002,6981000,2.026712242732301
50,50,50,50,2019-03-25,79.089996,81.040001,78.660004,80.379997,79.188004,6998000,1.9827071528753604
51,51,51,51,2019-04-01,80.959999,82.050003,80.440002,81.470001,80.261833,8549700,1.9866207930941355
52,52,52,52,2019-04-08,81.57,82.239998,80.58000200000002,80.980003,79.942207,5341700,2.0060508518380766
53,53,53,53,2019-04-15,81.0,81.129997,74.459999,76.16999799999998,75.19386300000002,12414900,2.0631482883851464
54,54,54,54,2019-04-22,75.93,77.459999,73.760002,77.41999799999998,76.427826,11656100,1.9838543007970628
