,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Date,Open,High,Low,Close,Adj Close,Volume,gainORloss
0,0,0,0,2018-04-09,126.720001,133.550003,126.389999,129.169998,129.169998,9153500,0.0
1,1,1,1,2018-04-16,130.490005,134.729996,128.770004,130.089996,130.089996,8059100,1.9929279880983315
2,2,2,2,2018-04-23,130.639999,132.03999299999998,120.910004,126.639999,126.639999,8950100,2.027242553910633
3,3,3,3,2018-04-30,127.32,130.679993,123.879997,129.46000700000002,129.46000700000002,7259000,1.978217149331685
4,4,4,4,2018-05-07,129.759995,137.669998,129.630005,136.21000700000002,136.21000700000002,7016000,1.9504441696416623
5,5,5,5,2018-05-14,136.990005,139.669998,131.589996,138.850006,138.850006,8380400,1.9809866842929773
6,6,6,6,2018-05-21,139.610001,139.940002,131.149994,132.75,132.75,16728900,2.0459510809792842
7,7,7,7,2018-05-28,131.649994,133.649994,128.139999,133.520004,133.520004,9905600,1.9942330439115323
8,8,8,8,2018-06-04,133.449997,138.130005,131.990005,135.130005,135.130005,7412700,1.988085540291366
9,9,9,9,2018-06-11,135.009995,139.440002,134.71000700000002,137.990005,137.990005,8217400,1.9792738611756697
10,10,10,10,2018-06-18,136.360001,142.940002,133.369995,136.509995,136.509995,12343100,2.010841770230817
11,11,11,11,2018-06-25,134.880005,135.070007,126.589996,131.089996,131.089996,10252100,2.041345634032974
12,12,12,12,2018-07-02,130.020004,135.490005,129.009995,135.110001,135.110001,5103800,1.9702464290559811
13,13,13,13,2018-07-09,135.130005,137.880005,131.649994,137.21000700000002,137.21000700000002,8566400,1.984694950128528
14,14,14,14,2018-07-16,136.619995,137.96000700000002,134.130005,134.320007,134.320007,6275200,2.0215157820830076
15,15,15,15,2018-07-23,134.0,137.46000700000002,130.0,131.160004,131.160004,7700300,2.024092733330505
16,16,16,16,2018-07-30,131.169998,132.470001,124.690002,132.050003,132.050003,9261300,1.993260136465124
17,17,17,17,2018-08-06,131.929993,137.0,131.320007,134.850006,134.850006,5800900,1.9792361670343566
18,18,18,18,2018-08-13,135.240005,136.559998,129.339996,132.350006,132.350006,8708300,2.0188893077949692
