Company1,Company2,Value
1,1,0.9999999999999998
1,2,0.18416807411653896
1,3,-0.6193396372742267
1,4,-0.020375866667842513
1,5,0.05583665934018829
1,6,0.6907738224694131
1,7,0.6102250691394047
1,8,-0.3658659730557161
1,9,0
1,10,0.29765651382010533
1,11,0.4210903798203266
1,12,-0.5822367654771299
1,13,-0.17193572555251674
1,14,0.40478483105400714
1,15,0.6987559835004996
1,16,0.38282057334541214
1,17,0.03229733024488043
1,18,-0.6228952799466835
1,19,0.5838888328145498
1,20,0.5247525920320987
1,21,0.7401527932283593
1,22,-0.6797480069927886
1,23,-0.2560283368759964
1,24,0.6149165586610007
1,25,-0.2956354340603973
1,26,0.310913216162733
1,27,0.5797947921645091
1,28,0.3768179867232488
1,29,-0.7480486576229123
1,30,-0.2248487549287718
2,1,0.18416807411653896
2,2,1.0
2,3,0.17171193541266447
2,4,0.7102863687512752
2,5,0.8472048696361365
2,6,0.5178082618217732
2,7,-0.23217299571304323
2,8,0.0744559080315112
2,9,0
2,10,0.7582242479539806
2,11,-0.1774672403004497
2,12,0.08326306122284462
2,13,0.8294257342796723
2,14,-0.20957064816971585
2,15,0.10052051295500329
2,16,-0.31027134169045356
2,17,0.6428565180665817
2,18,0.09646225928547059
2,19,0.6479313638948636
2,20,0.5420573556225708
2,21,0.3261258173681367
2,22,0.1501402714959825
2,23,0.6633352843671233
2,24,0.3521474573690071
2,25,-0.08356937140632896
2,26,-0.09196115235575798
2,27,-0.3374863341063774
2,28,-0.28592288320621245
2,29,-0.048150125235537994
2,30,0.3492891367188069
3,1,-0.6193396372742266
3,2,0.1717119354126645
3,3,1.0
3,4,0.3877566022715673
3,5,0.40005440505819206
3,6,-0.34005676907090937
3,7,-0.9129044309502199
3,8,0.44161612756987567
3,9,0
3,10,0.023797053202238107
3,11,-0.4456963180601618
3,12,0.7508303575249642
3,13,0.487743770524013
3,14,-0.5505142399794142
3,15,-0.41905669430951326
3,16,-0.7779844038210193
3,17,0.34329787813545604
3,18,0.8664099108905415
3,19,-0.23152766004932665
3,20,-0.31586512743107775
3,21,-0.5737791785436385
3,22,0.8890055370167474
3,23,0.6198896002363323
3,24,-0.5596885341879231
3,25,0.0836588889061253
3,26,-0.1798583279936801
3,27,-0.8382474529664382
3,28,-0.754071364199198
3,29,0.8198065495777864
3,30,0.33622849967031576
4,1,-0.020375866667842513
4,2,0.7102863687512752
4,3,0.3877566022715673
4,4,1.0
4,5,0.8357595288154143
4,6,0.08724591268100476
4,7,-0.37610826419917415
4,8,0.32484621965395793
4,9,0
4,10,0.3936850469568303
4,11,-0.08609710502272994
4,12,0.5242481824113608
4,13,0.7568463366512403
4,14,-0.10408276801333849
4,15,-0.29500882185258787
4,16,-0.34707838175193984
4,17,0.7686918206830402
4,18,0.40122545320532876
4,19,0.3724046684986996
4,20,0.0063948514505851525
4,21,-0.1084141312388102
4,22,0.39114171063376346
4,23,0.5834860319816508
4,24,-0.09210084555793639
4,25,-0.17105213795538818
4,26,-0.07265112873034328
4,27,-0.3561283719570216
4,28,-0.293309883680303
4,29,0.3433444726393092
4,30,0.48735558832880366
5,1,0.05583665934018829
5,2,0.8472048696361364
5,3,0.40005440505819206
5,4,0.8357595288154143
5,5,1.0
5,6,0.2887052858892068
5,7,-0.42935265624365415
5,8,0.2311525962878042
5,9,0
5,10,0.5304001769681389
5,11,-0.2857983253729391
5,12,0.3303557480217346
5,13,0.8698201980745751
5,14,-0.32769819860473887
5,15,-0.05657306956469218
5,16,-0.3743653661523209
5,17,0.8189080425225688
5,18,0.34223061707030855
5,19,0.4703609519671618
5,20,0.29085635766644674
5,21,0.047061014511538886
5,22,0.41066338592930807
5,23,0.6595754672932183
5,24,0.004149773040440322
5,25,-0.1390361160183975
5,26,-0.14348613563162504
5,27,-0.43138872182724886
5,28,-0.4187913393849334
5,29,0.22591158349770044
5,30,0.39036097993951335
6,1,0.6907738224694131
6,2,0.5178082618217732
6,3,-0.34005676907090937
6,4,0.08724591268100476
6,5,0.28870528588920674
6,6,1.0
6,7,0.32018355530200826
6,8,-0.4334774346086005
6,9,0
6,10,0.7278188151220907
6,11,0.01251694401167924
6,12,-0.5610879274199777
6,13,0.22214916535030585
6,14,-0.023823509429821546
6,15,0.6987191208877529
6,16,0.06626782469191204
6,17,0.0364079102385373
6,18,-0.44836179901780976
6,19,0.6787101484758508
6,20,0.8294480850825485
6,21,0.8600565309923683
6,22,-0.46711968828874617
6,23,0.22573517235843246
6,24,0.8466959090577983
6,25,0.01678646139228551
6,26,0.05910931215158237
6,27,0.11513462077184783
6,28,-0.04779477425412696
6,29,-0.6929240536809099
6,30,-0.0418353049022182
7,1,0.6102250691394047
7,2,-0.23217299571304323
7,3,-0.91290443095022
7,4,-0.37610826419917415
7,5,-0.42935265624365415
7,6,0.32018355530200826
7,7,1.0
7,8,-0.3792955771477578
7,9,0
7,10,-0.0401499602208262
7,11,0.5019695891007122
7,12,-0.6795436285141406
7,13,-0.5329392543447322
7,14,0.6226981965225473
7,15,0.33661089477996997
7,16,0.8606731998949134
7,17,-0.27850900331160494
7,18,-0.8646572535600524
7,19,0.16824605293481973
7,20,0.2408848733976688
7,21,0.5057265468981812
7,22,-0.8624185176209695
7,23,-0.6983645004025721
7,24,0.5129269894825373
7,25,-0.09206781629171858
7,26,0.18323635746502692
7,27,0.9032707223381977
7,28,0.8283148437712079
7,29,-0.8065703323967388
7,30,-0.43847087101366955
8,1,-0.3658659730557161
8,2,0.07445590803151118
8,3,0.44161612756987567
8,4,0.3248462196539579
8,5,0.2311525962878042
8,6,-0.4334774346086005
8,7,-0.37929557714775775
8,8,1.0
8,9,0
8,10,-0.24704516006208083
8,11,-0.15238946116757426
8,12,0.5473521089465823
8,13,0.09756954273125873
8,14,-0.16928545927940208
8,15,-0.3967964498045358
8,16,-0.23496073241628135
8,17,0.4741286668122244
8,18,0.2815364948009154
8,19,-0.2586839861130283
8,20,-0.4247767644932213
8,21,-0.5600980004899576
8,22,0.37886801498501316
8,23,0.22885497363430246
8,24,-0.5299162045505618
8,25,-0.3700023459418913
8,26,-0.08577655616448568
8,27,-0.280440115790069
8,28,-0.21335980728630005
8,29,0.488818811082405
8,30,-0.09439331096197827
9,1,0
9,2,0
9,3,0
9,4,0
9,5,0
9,6,0
9,7,0
9,8,0
9,9,0
9,10,0
9,11,0
9,12,0
9,13,0
9,14,0
9,15,0
9,16,0
9,17,0
9,18,0
9,19,0
9,20,0
9,21,0
9,22,0
9,23,0
9,24,0
9,25,0
9,26,0
9,27,0
9,28,0
9,29,0
9,30,0
10,1,0.29765651382010533
10,2,0.7582242479539805
10,3,0.02379705320223811
10,4,0.39368504695683026
10,5,0.5304001769681388
10,6,0.7278188151220908
10,7,-0.0401499602208262
10,8,-0.24704516006208083
10,9,0
10,10,1.0
10,11,-0.08288183526843458
10,12,-0.19431360685963817
10,13,0.5715010047676901
10,14,-0.11085845855146556
10,15,0.3574905385973751
10,16,-0.2703812382368002
10,17,0.2722719223836931
10,18,-0.11595205483467447
10,19,0.7144806368521939
10,20,0.7016532057148616
10,21,0.600779463736691
10,22,-0.0791890443830287
10,23,0.5400459861782982
10,24,0.6613886539473448
10,25,0.0802685833962856
10,26,-0.03673489565236167
10,27,-0.24719891854749337
10,28,-0.21066611954770492
10,29,-0.3508323847110455
10,30,0.20900718782005748
11,1,0.4210903798203266
11,2,-0.1774672403004497
11,3,-0.4456963180601618
11,4,-0.08609710502272994
11,5,-0.2857983253729391
11,6,0.01251694401167924
11,7,0.5019695891007121
11,8,-0.15238946116757426
11,9,0
11,10,-0.0828818352684346
11,11,0.9999999999999999
11,12,-0.16647014713628824
11,13,-0.33712523401287997
11,14,0.8646237981159137
11,15,-0.037310648111169735
11,16,0.21820789753410372
11,17,-0.0868910315760694
11,18,-0.3954803559695601
11,19,0.35414224350397394
11,20,-0.15489720764747666
11,21,0.10907346194351239
11,22,-0.4413614781035968
11,23,-0.5189103978285248
11,24,0.1206485787037662
11,25,0.017824738651759032
11,26,0.6438712920149711
11,27,0.5657959503622355
11,28,0.5725398472959096
11,29,-0.34733697251738294
11,30,-0.19433330255555747
12,1,-0.5822367654771298
12,2,0.0832630612228446
12,3,0.7508303575249642
12,4,0.524248182411361
12,5,0.3303557480217346
12,6,-0.5610879274199777
12,7,-0.6795436285141406
12,8,0.5473521089465823
12,9,0
12,10,-0.19431360685963817
12,11,-0.16647014713628824
12,12,1.0
12,13,0.3854793368645582
12,14,-0.20979520699181095
12,15,-0.7424231561972182
12,16,-0.5323320512966965
12,17,0.42258871262080755
12,18,0.7723733062697382
12,19,-0.2742313535731477
12,20,-0.620709388023008
12,21,-0.7366472562074038
12,22,0.7551194018003582
12,23,0.39286300592477896
12,24,-0.6914022772149494
12,25,-0.07192342707874304
12,26,-0.06897101765513747
12,27,-0.5531914088614951
